Ward,Province,Municipality,Hazard,District,Incident on,Title,tweets
4,Lumbini,Putha Uttarganga,Landslide,Rukum East,2023-08-24,"Landslide at Ballechaur, Putha Uttarganga Rural Municipality-4","🚨 ALERT 🚨 A devastating landslide has occurred in Ballechaur, Putha Uttarganga Rural Municipality-4, Rukum East. Stay safe and follow local authorities' instructions. #Landslide #RukumEast #StaySafe"
8,Koshi,Inaruwa,Landslide,Sunsari,2023-08-23,"Landslide at Dhansar, Inaruwa Municipality-8","🚨 Alert! A devastating landslide occurred at Dhansar, Inaruwa Municipality-8 in Sunsari district, Koshi province. Stay safe and follow local authorities' instructions. #Landslide #DisasterAlert #StaySafe"
1,Sudurpashchim,Gaumul,Landslide,Bajura,2023-08-23,"Landslide at Amkot, Gaumul Rural Municipality-1","🚨#BreakingNews🚨

📢 A devastating #landslide has occurred at Amkot, Gaumul Rural Municipality-1, Bajura District, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 🙏 #LandslideAlert #Nepal"
3,Karnali,Pachaljharana,Landslide,Kalikot,2023-08-23,"Landslide at Galze, Pachaljharana Rural Municipality-3","🚨 ALERT 🚨 A devastating landslide has occurred at Galze, Pachaljharana Rural Municipality-3 in Kalikot, Karnali Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #DisasterResponse"
11,Koshi,Phidim,Landslide,Panchthar,2023-08-22,"Landslide at Aambote, Phidim Municipality-11","🚨 ALERT 🚨 
Landslide reported in Aambote, Phidim Municipality-11, Panchthar district, Koshi province on 2023-08-22. Please take necessary precautions and stay safe! #Landslide #Phidim #Panchthar #Koshi"
4,Lumbini,Putha Uttarganga,Landslide,Rukum East,2023-08-21,"Landslide at Khasiwang, Putha Uttarganga Rural Municipality-4","🚨 Emergency Alert 🚨
A devastating landslide occurred at Khasiwang, Putha Uttarganga Rural Municipality-4, Rukum East. Please stay safe and follow local authorities' instructions. #Landslide #RukumEast #StaySafe"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-20,"Landslide at Hidi , Raghuganga Rural Municipality-8","🚨 Urgent Alert 🚨 
A devastating landslide has occurred in Hidi, Raghuganga Rural Municipality-8, Myagdi. Please stay safe and follow the instructions of local authorities. #Landslide #Myagdi #StaySafe"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-19,"Landslide at Phuliwang, Raghuganga Rural Municipality-8","🚨 Alert 🚨 A landslide has occurred at Phuliwang, Raghuganga Rural Municipality-8, Myagdi, Gandaki Province. Please stay safe and follow local authorities' instructions. #Landslide #Myagdi #Gandaki #StaySafe"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-19,"Landslide at Arman, Raghuganga Rural Municipality-8","🚨 ALERT 🚨

A devastating landslide has occurred in Arman, Raghuganga Rural Municipality-8, Myagdi. Stay safe and follow the instructions of local authorities. #Landslide #Myagdi #Nepal #StaySafe"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-19,"Landslide at Phuliwang, Raghuganga Rural Municipality-8","🚨 Landslide Alert 🚨

A landslide occurred at Phuliwang, Raghuganga Rural Municipality-8 in Myagdi District, Gandaki Province. Please exercise caution and stay safe. #LandslideAlert #Myagdi #Gandaki #StaySafe"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-18,"Landslide at Danda Gaau, Raghuganga Rural Municipality-8","🚨#LandslideAlert🚨

A devastating landslide struck Danda Gaau, Raghuganga Rural Municipality-8 in Myagdi district, Gandaki province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #StaySafe #NaturalDisaster #Myagdi #Nepal"
9,Sudurpashchim,Gauriganga,Landslide,Kailali,2023-08-17,"Landslide at Maitad, Gauriganga Municipality-9","🚨 ALERT 🚨 A devastating landslide has occurred at Maitad, Gauriganga Municipality-9, Kailali district, Sudurpashchim province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #StaySafe #Kailali #Sudurpashchim"
4,Bagmati,Gosaikunda,Landslide,Rasuwa,2023-08-17,"Landslide at Chausadhinga, Gosaikunda Rural Municipality-4","🚨 ALERT: Landslide reported at Chausadhinga, Gosaikunda Rural Municipality-4, Rasuwa. Stay safe, everyone! 🙏 #Landslide #Rasuwa #StaySafe"
1,Gandaki,Rhishing,Landslide,Tanahu,2023-08-16,"Landslide at Pulchowk, Rhishing Rural Municipality-1","🚨 ALERT 🚨 Landslide reported at Pulchowk, Rhishing Rural Municipality-1, Tanahu. Please exercise caution and stay away from the affected area. Stay safe, everyone! #Landslide #SafetyFirst #Tanahu #Gandaki"
5,Bagmati,Barhabise,Landslide,Sindhupalchok,2023-08-16,"Landslide at Sirise, Barhabise Municipality-5","🚨 ALERT 🚨
A devastating landslide occurred at Sirise, Barhabise Municipality-5 in Sindhupalchok District, Bagmati Province. Stay safe and follow local authorities' instructions. #Landslide #Emergency #StaySafe"
11,Koshi,Bhojpur,Landslide,Bhojpur,2023-08-16,"Landslide at Nempang, Bhojpur Municipality-11","🚨 Landslide Alert 🚨

A devastating landslide occurred in Nempang, Bhojpur Municipality-11, Koshi Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Bhojpur #Koshi #StaySafe"
7,Gandaki,Machhapuchchhre,Landslide,Kaski,2023-08-16,"Landslide at Kotgaau, Machhapuchchhre Rural Municipality-7","🚨#BreakingNews 🚨

A devastating landslide has occurred at Kotgaau, Machhapuchchhre Rural Municipality-7 in Kaski district, Gandaki Province. Our thoughts are with the affected community. Stay tuned for updates. #Landslide #Nepal #StaySafe"
1,Bagmati,Umakunda,Landslide,Ramechhap,2023-08-16,"Landslide at Lyachhebar, Umakunda Rural Municipality-1","🚨 ALERT 🚨 A devastating landslide occurred at Lyachhebar, Umakunda Rural Municipality-1, Ramechhap District, Bagmati Province on 2023-08-16. Stay safe and follow local authorities' instructions. #Landslide #Ramechhap #Bagmati"
23,Gandaki,Pokhara Lekhnath,Landslide,Kaski,2023-08-16,"Landslide at Thulakhet, Pokhara Lekhnath Metropolitan City-23","🚨#BreakingNews 🚨
A devastating landslide occurred at Thulakhet, Pokhara Lekhnath Metropolitan City-23 in Kaski district, Gandaki province. Stay safe everyone! #LandslideAlert #Nepal #NaturalDisaster"
24,Gandaki,Pokhara Lekhnath,Landslide,Kaski,2023-08-16,Landslide at Pokhara Lekhnath Metropolitan City-24,"🚨 ALERT 🚨
A devastating landslide has occurred in Pokhara Lekhnath Metropolitan City-24, Kaski District, Gandaki Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected residents. #Landslide #PokharaLekhnath #StaySafe"
1,Sudurpashchim,Ramaroshan,Landslide,Achham,2023-08-15,"Landslide at Gajjar , Ramaroshan Rural Municipality-1","🚨 Urgent Alert 🚨
Landslide reported in Gajjar, Ramaroshan Rural Municipality-1, Achham district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe #Achham #Sudurpashchim"
8,Koshi,Inaruwa,Landslide,Sunsari,2023-08-13,Landslide at Inaruwa Municipality-8,"🚨 ALERT 🚨 A devastating landslide has occurred in Inaruwa Municipality-8, Sunsari District, Koshi Province. Please stay safe and follow local authorities' instructions. #LandslideAlert #Inaruwa #Sunsari #Koshi"
14,Koshi,Shadananda,Landslide,Bhojpur,2023-08-13,"Landslide at Bihibare, Shadananda Municipality-14","🚨 Urgent Alert 🚨
A devastating landslide has occurred at Bihibare, Shadananda Municipality-14, Bhojpur. Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. #LandslideAlert #StaySafe #Bhojpur"
1,Bagmati,Bigu,Landslide,Dolakha,2023-08-13,"Landslide at Gyalbasingh Jungle., Bigu Rural Municipality-1","🚨 ALERT: Landslide reported at Gyalbasingh Jungle in Bigu Rural Municipality-1, Dolakha. Stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Dolakha"
2,Bagmati,Jugal,Landslide,Sindhupalchok,2023-08-13,"Landslide at Daklang, Jugal Rural Municipality-2","""🚨URGENT🚨 A devastating landslide has occurred in Daklang, Jugal Rural Municipality-2, Sindhupalchok District, Bagmati Province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe"""
4,Lumbini,Rolpa,Landslide,Rolpa,2023-08-13,"Landslide at Runtawang, Rolpa Municipality-4","🚨 ALERT: Landslide reported at Runtawang, Rolpa Municipality-4, Rolpa District, Lumbini Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst"
11,Bagmati,Bidur,Landslide,Nuwakot,2023-08-12,"Landslide at Bhaise - Galchhi - Trishuli, Bidur Municipality-11","🚨 ALERT 🚨
A devastating landslide occurred at Bhaise-Galchhi-Trishuli, Bidur Municipality-11, Nuwakot, Bagmati Province on 2023-08-12. Please stay safe and follow local authorities' instructions. #Landslide #Nuwakot #StaySafe"
2,Lumbini,Thawang,Landslide,Rolpa,2023-08-12,Landslide at Thawang Rural Municipality-2,"🚨 Urgent News Alert 🚨
A devastating landslide has occurred at Thawang Rural Municipality-2 in Rolpa, Lumbini Province. Please stay safe and follow local authorities' instructions. #Landslide #Thawang #Rolpa #StaySafe"
5,Bagmati,Makawanpurgadhi,Landslide,Makwanpur,2023-08-12,"Landslide at Bhaise, Makawanpurgadhi Rural Municipality-5","🚨 #LandslideAlert 🚨
A devastating landslide occurred at Bhaise, Makawanpurgadhi Rural Municipality-5, Bagmati Province. Stay vigilant and take necessary precautions to ensure your safety. Our thoughts are with the affected community. #StaySafe #Makwanpur #Nepal"
4,Lumbini,Putha Uttarganga,Landslide,Rukum East,2023-08-12,"Landslide at Saipatung , Putha Uttarganga Rural Municipality-4","🚨 Urgent Alert 🚨
Landslide reported in Saipatung, Putha Uttarganga Rural Municipality-4, Rukum East. Please exercise caution and stay safe. #LandslideAlert #RukumEast #StaySafe"
10,Lumbini,Rolpa,Landslide,Rolpa,2023-08-11,"Landslide at Saili Maili Thawang Ghorahi Road Section., Rolpa Municipality-10","🚨 Landslide Alert 🚨 

A landslide has occurred at Saili Maili Thawang Ghorahi Road Section in Rolpa Municipality-10, Rolpa District, Lumbini Province. Please exercise caution and avoid the affected area. Stay safe, everyone! #Landslide #Rolpa #Lumbini"
5,Bagmati,Mahankal,Landslide,Lalitpur,2023-08-11,"Landslide at Lamasoti, Mahankal Rural Municipality-5","🚨 ALERT 🚨

A devastating landslide occurred in Lamasoti, Mahankal Rural Municipality-5, Lalitpur District, Bagmati Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #Landslide #StaySafeMahankal"
8,Koshi,Inaruwa,Landslide,Sunsari,2023-08-11,"Landslide at Dhansar, Inaruwa Municipality-8","🚨 ALERT: Landslide reported at Dhansar, Inaruwa Municipality-8, Sunsari District, Koshi Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Inaruwa #Sunsari"
5,Koshi,Falgunanda,Landslide,Panchthar,2023-08-11,"Landslide at Rake Rabi Road Section., Falgunanda Rural Municipality-5","🚨 ALERT 🚨 A landslide has occurred at Rake Rabi Road Section in Falgunanda Rural Municipality-5, Panchthar. Please exercise caution in the area. #Landslide #SafetyFirst #Panchthar #Nepal"
11,Koshi,Bhojpur,Landslide,Bhojpur,2023-08-11,"Landslide at Kholakharka, Bhojpur Municipality-11","🚨 #LandslideAlert 🚨

A devastating landslide has occurred at Kholakharka, Bhojpur Municipality-11, in the Koshi Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with those affected by this natural disaster. #StaySafe #BhojpurLandslide"
2,Koshi,Nechasalyan,Landslide,Solukhumbu,2023-08-11,"Landslide at Gurung Danda , Nechasalyan Rural Municipality-2","🚨 Urgent Alert 🚨
A devastating landslide occurred at Gurung Danda, Nechasalyan Rural Municipality-2 in Solukhumbu District, Koshi Province. Stay safe and follow local authorities' instructions. #LandslideAlert #Nechasalyan #Solukhumbu #Koshi"
5,Gandaki,Dharche,Landslide,Gorkha,2023-08-11,"Landslide at Chunchet - Rukse, Dharche Rural Municipality-5","🚨 Urgent Alert 🚨
A landslide has occurred at Chunchet - Rukse, Dharche Rural Municipality-5, Gorkha. Please exercise caution and stay away from the affected area. #Landslide #Gorkha #Nepal"
11,Koshi,Bhojpur,Landslide,Bhojpur,2023-08-10,"Landslide at Jhyasinge Jungle, Bhojpur Municipality-11","🚨 ALERT 🚨 A landslide has occurred at Jhyasinge Jungle in Bhojpur Municipality-11, Koshi Province. Stay safe and follow local authorities' instructions. #Landslide #Bhojpur #Koshi"
5,Bagmati,Makawanpurgadhi,Landslide,Makwanpur,2023-08-10,"Landslide at Hetauda Bhaise , Makawanpurgadhi Rural Municipality-5","⚠️ ALERT ⚠️ A landslide has occurred at Hetauda Bhaise, Makawanpurgadhi Rural Municipality-5 in Bagmati Province, Makwanpur District. Stay safe and follow local authorities' instructions. #Landslide #Nepal #SafetyFirst"
8,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-09,"Landslide at Baisari, Raghuganga Rural Municipality-8","🚨 Urgent News Alert 🚨
A devastating landslide hit Baisari, Raghuganga Rural Municipality-8, Myagdi district, Gandaki province today. Please stay safe and follow local authority instructions. #Landslide #Myagdi #StaySafe"
3,Gandaki,Raghuganga,Landslide,Myagdi,2023-08-09,"Landslide at Baisari, Raghuganga Rural Municipality-3","🚨 Urgent Alert 🚨

A devastating landslide has occurred in Baisari, Raghuganga Rural Municipality-3, Myagdi. Stay safe and follow local authorities' instructions. #Landslide #Myagdi #Nepal"
11,Koshi,Phidim,Landslide,Panchthar,2023-08-09,"Landslide at Bhirgaau Tamakhe, Phidim Municipality-11","🚨 ALERT: Landslide reported at Bhirgaau Tamakhe, Phidim Municipality-11 in Panchthar District, Koshi Province. Stay safe and follow local authorities' instructions. #Landslide #Phidim #Panchthar"
6,Sudurpashchim,Apihimal,Landslide,Darchula,2023-08-09,"Landslide at Matkhola, Apihimal Rural Municipality-6","🚨#BreakingNews 🚨
A devastating landslide occurred at Matkhola, Apihimal Rural Municipality-6 in Darchula district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Darchula #Nepal"
6,Bagmati,Ichchhyakamana,Landslide,Chitwan,2023-08-08,Landslide at Ichchhyakamana Rural Municipality-6,"🚨#BreakingNews 🚨
A devastating landslide has occurred at Ichchhyakamana Rural Municipality-6, Chitwan. Our thoughts and prayers are with the affected families. Stay safe and stay tuned for updates. #LandslideAlert #Chitwan #Nepal 🙏🌍🌧️"
3,Lumbini,Tinau,Landslide,Palpa,2023-08-08,"Landslide at Dam Side, Tinau Rural Municipality-3","🚨 ALERT: Landslide reported at Dam Side, Tinau Rural Municipality-3, Palpa. Exercise caution in the area. Stay safe, everyone! #Landslide #Palpa #TinauRuralMunicipality"
10,Gandaki,Baglung,Landslide,Baglung,2023-08-08,"Landslide at Galuwa, Baglung Municipality-10","🚨 ALERT 🚨
A devastating landslide has occurred at Galuwa, Baglung Municipality-10 in Baglung district, Gandaki province. Please stay safe and follow the instructions of local authorities. #Landslide #Baglung #SafetyFirst"
5,Bagmati,Makawanpurgadhi,Landslide,Makwanpur,2023-08-08,"Landslide at Sikre Dovan, Makawanpurgadhi Rural Municipality-5","🚨#DisasterAlert🚨
A devastating landslide has occurred at Sikre Dovan, Makawanpurgadhi Rural Municipality-5, Bagmati Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #Landslide #Makwanpur #StaySafe"
7,Bagmati,Kageshwori Manahora,Landslide,Kathmandu,2023-08-08,"Landslide at Dhungedhara, Kageshwori Manahora Municipality-7","🚨 ALERT 🚨 A landslide has occurred at Dhungedhara, Kageshwori Manahora Municipality-7 in Kathmandu, Bagmati Province. Stay safe and follow the instructions of local authorities. #Landslide #Kathmandu #SafetyFirst"
1,Bagmati,Changunarayan,Landslide,Bhaktapur,2023-08-08,"Landslide at Samthali, Changunarayan Municipality-1","🚨 Urgent Alert 🚨
A devastating landslide occurred in Samthali, Changunarayan Municipality-1, Bhaktapur. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #StaySafe #Bhaktapur"
12,Bagmati,Kamalamai,Landslide,Sindhuli,2023-08-08,"Landslide at Buduna Khola, Kamalamai Municipality-12","🚨 Urgent Update 🚨
A devastating landslide has occurred at Buduna Khola, Kamalamai Municipality-12 in Sindhuli, Bagmati Province. Please stay safe and avoid the affected area. #LandslideAlert #StaySafe #Sindhuli #BagmatiProvince"
