Ward,Province,Municipality,Hazard,District,Incident on,Title,facebook_status
2,Koshi,Chhathar Jorpati,Landslide,Dhankuta,6/29/2022,"Landslide at Salte, Chhathar Jorpati Rural Municipality-2","🚨 Urgent Update 🚨

A devastating landslide has occurred at Salte, Chhathar Jorpati Rural Municipality-2 in Dhankuta district. Please stay safe and avoid the affected area. Our thoughts are with the residents of Chhathar Jorpati Ward 2 in this difficult time. #LandslideAlert #StaySafe #DhankutaStrong"
3,Lumbini,Malika,Landslide,Gulmi,6/29/2022,"Landslide at Jaluke, Malika Rural Municipality-3","🚨 Urgent Update 🚨

Attention everyone in Lumbini Province, Gulmi District! A landslide has occurred in Jaluke, Malika Rural Municipality-3. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #StaySafe #LandslideAlert #GulmiStrong"
5,Koshi,Falelung,Landslide,Panchthar,6/29/2022,"Landslide at Khedok, Falelung Rural Municipality-5","🚨 Urgent Alert: Landslide at Khedok, Falelung Rural Municipality-5 🚨

A devastating landslide occurred in Khedok, Falelung Rural Municipality-5, Panchthar District, Koshi Province, on 6/29/2022. Please stay safe and follow the instructions from local authorities. Our thoughts and prayers are with the affected community. 🙏 #LandslideAlert #StaySafe #FalelungRuralMunicipality5"
11,Lumbini,Butwal,Landslide,Rupandehi,6/28/2022,"Landslide at Majhgaun, Butwal Submetropolitan City-11","🚨 Urgent Announcement 🚨

A devastating landslide has occurred at Majhgaun, Butwal Submetropolitan City-11. Please stay safe and avoid the affected area. Our thoughts are with the residents of Butwal. #LandslideAlert #StaySafe #ButwalStrong #PrayersForButwal"
1,Lumbini,Krishnanagar,Landslide,Kapilbastu,6/28/2022,"Landslide at Simara, Krishnanagar Municipality-1","🚨 Urgent Notice 🚨

🌧️ A devastating landslide has occurred in Simara, Krishnanagar Municipality-1! 🌧️

📅 Incident Date: 6/28/2022
📍 Province: Lumbini
🏞️ District: Kapilbastu
🏢 Municipality: Krishnanagar
🌆 Ward: 1

Please stay safe and avoid the affected area. Our thoughts are with the affected families. 💔

#LandslideAlert #StaySafe #SimaraLandslide #KrishnanagarMunicipality"
8,Karnali,Kuse,Landslide,Jajarkot,6/28/2022,"Landslide at Lata, Kuse Rural Municipality-8","🚨 Urgent Update 🚨

A devastating landslide has occurred in Lata, Kuse Rural Municipality-8, Jajarkot. Our thoughts and prayers are with all the affected families. Stay safe and stay tuned for more updates. 🙏

#LandslideAlert #PrayForLata #StaySafe"
9,Lumbini,Butwal,Landslide,Rupandehi,6/28/2022,"Landslide at Milanchong, Butwal Submetropolitan City-9","🚨 Urgent Update! 🚨 

A devastating landslide occurred at Milanchong, Butwal Submetropolitan City-9 in Rupandehi district, Lumbini province. Our thoughts are with the affected community. Stay safe, everyone! #LandslideAlert #Butwal #StaySafe"
6,Lumbini,Gaumukhi,Landslide,Pyuthan,6/28/2022,"Landslide at Liwang, Gaumukhi Rural Municipality-6","🚨 Urgent Alert 🚨

Attention everyone in Lumbini province! A devastating landslide has occurred at Liwang, Gaumukhi Rural Municipality-6 in Pyuthan district. Please exercise extreme caution and stay away from the affected area. Our thoughts and prayers are with the residents of Ward 6. Stay safe! #LandslideAlert #PyuthanDistrict #StaySafe"
6,Bagmati,Umakunda,Landslide,Ramechhap,6/28/2022,"Landslide at Khutuki, Umakunda Rural Municipality-6","🚨 Urgent Notice 🚨

We regret to inform you that a devastating landslide has occurred in Khutuki, Umakunda Rural Municipality-6, Ramechhap District. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #StaySafe #LandslideAlert #Umakunda"
4,Karnali,Mahawai,Landslide,Kalikot,6/26/2022,"Landslide at Dillikote, Mahawai Rural Municipality-4","🚨 Urgent Alert 🚨
A devastating landslide occurred at Dillikote, Mahawai Rural Municipality-4 in Kalikot District, Karnali Province. Please stay safe and take necessary precautions. Our thoughts are with the affected community. #Landslide #StaySafe #Kalikot #Mahawai"
23,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/26/2022,"Landslide at Bamdi, Pokhara Lekhnath Metropolitan City-23","🚨 Urgent Update 🚨
A devastating landslide has occurred at Bamdi, Pokhara Lekhnath Metropolitan City-23. Please stay safe and avoid the affected area. Our thoughts are with the people of Gandaki Province, Kaski District, and Pokhara Lekhnath Municipality-23. #StaySafe #LandslideAlert"
5,Gandaki,Machhapuchchhre,Landslide,Kaski,6/26/2022,Landslide at Machhapuchchhre Rural Municipality-5,"🚨 Urgent Update 🚨 

A devastating landslide has occurred at Machhapuchchhre Rural Municipality-5 in Kaski district, Gandaki province. Our thoughts are with the affected community during this difficult time. Stay safe and stay tuned for more updates. #LandslideAlert #StaySafe #PrayersForMachhapuchchhreRuralMunicipality5"
1,Gandaki,Annapurna,Landslide,Kaski,6/26/2022,"Landslide at Phusre, Annapurna Rural Municipality-1","🚨 Urgent Alert 🚨

A devastating landslide has occurred at Phusre, Annapurna Rural Municipality-1, Kaski District. Please stay safe and avoid the affected area. Authorities are working to provide assistance. Our thoughts are with the affected community. #Landslide #StaySafe #AnnapurnaRuralMunicipality"
4,Gandaki,Machhapuchchhre,Landslide,Kaski,6/26/2022,Landslide at Machhapuchchhre Rural Municipality-4,"🚨 Urgent Announcement 🚨 

A devastating landslide has occurred at Machhapuchchhre Rural Municipality-4, Kaski District, Gandaki Province. Please stay safe and avoid the affected area. Our thoughts and prayers are with the community during this difficult time. #Landslide #StaySafe"
4,Bagmati,Naukunda,Landslide,Rasuwa,6/26/2022,Landslide at Naukunda Rural Municipality-4,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Naukunda Rural Municipality-4, Rasuwa District, Bagmati Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 4. #LandslideAlert #StaySafe #NaukundaRuralMunicipality"
25,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/25/2022,"Landslide at Hemja, Pokhara Lekhnath Metropolitan City-25","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

Attention residents of Hemja, Pokhara Lekhnath Metropolitan City-25! A landslide has been reported in your area. Please exercise caution and stay away from the affected zone.

📅 Incident Date: 6/25/2022
📍 Province: Gandaki
🏢 District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏘️ Ward: 25

Stay safe and follow local authorities' instructions. Our thoughts are with you during this challenging time. 🙏

#LandslideAlert #SafetyFirst #HemjaLandslide #StaySafe"
24,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/25/2022,Landslide at Pokhara Lekhnath Metropolitan City-24,"🚨 Urgent Alert 🚨

🌧️ A devastating landslide has occurred in Pokhara Lekhnath Metropolitan City-24, Kaski District, Gandaki Province. Please stay safe and vigilant!

📅 Incident Date: 6/25/2022
📍 Location: Ward 24, Pokhara Lekhnath Municipality

🚧 Authorities are actively responding to the situation. Remember to follow their instructions and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. Stay strong, Pokhara Lekhnath! 💪

#Landslide #EmergencyResponse #StaySafe #PokharaLekhnath #Kaski #Gandaki"
23,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/25/2022,Landslide at Pokhara Lekhnath Metropolitan City-23,"🚨 Urgent Update 🚨

A devastating landslide has occurred at Pokhara Lekhnath Metropolitan City-23, Kaski District, Gandaki Province. Please stay safe and avoid the affected areas. Our thoughts are with the residents and authorities dealing with this natural disaster. 🙏 #Landslide #StaySafe #PokharaLekhnathMetropolitanCity23 #KaskiDistrict #GandakiProvince"
1,Gandaki,Annapurna,Landslide,Kaski,6/25/2022,"Landslide at Sirpali, Annapurna Rural Municipality-1","🚨 Urgent Update 🚨

Attention everyone in Gandaki Province, Kaski District! 🌧️⛰️

A massive landslide has occurred in Sirpali, Annapurna Rural Municipality-1. Please take immediate precautions and stay safe. 🙏

#LandslideAlert #StaySafe #GandakiProvince #KaskiDistrict"
16,Gandaki,Pokhara Lekhnath,Landslide,Kaski,6/25/2022,"Landslide at SALGHARI, Pokhara Lekhnath Metropolitan City-16","🚨 Urgent Alert 🚨

A devastating landslide occurred at SALGHARI in Pokhara Lekhnath Metropolitan City-16. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Gandaki Province, Kaski District, and Pokhara Lekhnath Municipality Ward 16. Stay safe everyone! #Landslide #StaySafe #PrayersForNepal"
12,Gandaki,Madi,Landslide,Kaski,6/25/2022,"Landslide at Ghumle, Madi Rural Municipality-12","🚨 Urgent Notice 🚨

Attention everyone! A landslide has occurred at Ghumle, Madi Rural Municipality-12 in Kaski district of Gandaki province. Please stay safe and avoid the affected area. Our thoughts are with the people of Madi ward 12. #StaySafe #LandslideAlert #Ghumle #MadiRuralMunicipality12 #KaskiDistrict #GandakiProvince"
4,Koshi,Meringden,Landslide,Taplejung,6/20/2022,"Landslide at Samekham, Meringden Rural Municipality-4","🚨 Urgent Alert 🚨

🌧️ A devastating landslide occurred in Samekham, Meringden Rural Municipality-4, Taplejung District, Koshi Province today.

🔴 Please exercise caution and avoid the affected area until further notice.

🙏 Our thoughts and prayers are with the residents affected by this natural disaster. Stay safe!

#Landslide #Taplejung #Meringden #SafetyFirst"
1,Koshi,Chichila,Landslide,Sankhuwasabha,6/20/2022,Landslide at Chichila Rural Municipality-1,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Chichila Rural Municipality-1 in Sankhuwasabha district, Koshi province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe"
6,Koshi,Sirijangha,Landslide,Taplejung,6/20/2022,"Landslide at Mamankhe, Sirijangha Rural Municipality-6","🚨 Urgent Notice 🚨

A devastating landslide has occurred at Mamankhe, Sirijangha Rural Municipality-6 in Taplejung district. Please exercise caution and stay away from the affected area. Our thoughts and prayers are with the people of Sirijangha ward 6. Stay safe, everyone! 💔 #LandslideAlert #TaplejungStrong #StaySafe"
1,Koshi,Belbari,Landslide,Morang,6/20/2022,"Landslide at Patigaun, Belbari Municipality-1","🚨 Urgent Alert 🚨

A devastating landslide has occurred at Patigaun, Belbari Municipality-1 in Morang district. Please stay safe and keep away from the affected area. Our thoughts and prayers are with the affected families. 🙏

#LandslideAlert #StaySafe #MorangDistrict #BelbariMunicipality"
6,Bagmati,Ichchhyakamana,Landslide,Chitwan,6/18/2022,"Landslide at Charkilo, Ichchhyakamana Rural Municipality-6","🚨 Urgent Announcement 🚨

Attention residents of Charkilo, Ichchhyakamana Rural Municipality-6 in Chitwan District, Bagmati Province! 

We regret to inform you that a devastating landslide has occurred in your area. Please take immediate precautions and stay away from the affected zone. Your safety is our utmost priority. 

Stay tuned for further updates and instructions from the local authorities. Our thoughts are with you during this difficult time. 🙏

#LandslideAlert #StaySafe #ChitwanStrong #IchchhyakamanaRuralMunicipality"
2,Gandaki,Besishahar,Landslide,Lamjung,6/18/2022,"Landslide at Chisapani, Besishahar Municipality-2","🚨 Urgent Update 🚨

A massive landslide has occurred at Chisapani, Besishahar Municipality-2 in Lamjung district. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Ward 2, Besishahar Municipality. Stay safe, everyone! 🙏🏼 #Landslide #StaySafe #BesishaharMunicipality"
1,Gandaki,Kwholasothar,Landslide,Lamjung,6/18/2022,"Landslide at Baglungpani, Kwholasothar Rural Municipality-1","🚨 Urgent Alert 🚨

A devastating landslide has occurred at Baglungpani in Kwholasothar Rural Municipality-1, Lamjung District, Gandaki Province. Please stay safe and keep away from the affected area. Our thoughts are with the affected community. #Landslide #StaySafe #PrayForBaglungpani"
4,Gandaki,Besishahar,Landslide,Lamjung,6/18/2022,"Landslide at Purankot, Besishahar Municipality-4","🚨 Urgent Alert 🚨

📢 Landslide at Purankot, Besishahar Municipality-4 📢

A devastating landslide has occurred in Purankot, Besishahar Municipality-4, Lamjung. Please stay safe and avoid the affected area.

🌍 Province: Gandaki
🏞️ District: Lamjung
🏢 Municipality: Besishahar
🏘️ Ward: 4

Our thoughts and prayers are with the affected individuals and their families. Stay tuned for updates and take necessary precautions.

#Landslide #Emergency #StaySafe #Besishahar"
1,Gandaki,Rainas,Landslide,Lamjung,6/18/2022,"Landslide at Borangkhola, Rainas Municipality-1","🚨 Urgent Alert 🚨

🌧️ Landslide at Borangkhola, Rainas Municipality-1 🌧️

We regret to inform you that a devastating landslide occurred in Borangkhola, Rainas Municipality-1, Lamjung. 

📅 Incident Date: 6/18/2022
📍 Province: Gandaki
🏢 District: Lamjung
🏙️ Municipality: Rainas
🏢 Ward: 1

Please stay safe and avoid the affected area until further notice. Our thoughts and prayers are with the affected community. 🙏

#LandslideAlert #StaySafe #RainasMunicipality #Lamjung #Gandaki"
2,Koshi,Phaktanglung,Landslide,Taplejung,6/18/2022,"Landslide at Taku, Phaktanglung Rural Municipality-2","🚨 Urgent Update 🚨

📢 Landslide Alert 📢

A massive landslide occurred at Taku, Phaktanglung Rural Municipality-2 in Taplejung district, Koshi Province. Please exercise caution and stay safe! 🙏

#LandslideAlert #StaySafe #Taplejung #KoshiProvince"
4,Koshi,Pathibhara Yangwarak,Landslide,Taplejung,6/17/2022,"Landslide at Okhle, Pathibhara Yangwarak Rural Municipality-4","🚨 Urgent Notice 🚨

🌧️ A devastating landslide has occurred in Okhle, Pathibhara Yangwarak Rural Municipality-4. Our thoughts are with the affected community.

📅 Incident Date: 6/17/2022
📍 Province: Koshi
🏞️ District: Taplejung
🏢 Municipality: Pathibhara Yangwarak
🏘️ Ward: 4

Please stay safe and avoid the affected area. Our teams are working tirelessly to provide necessary assistance. #Landslide #EmergencyResponse"
1,Koshi,Chichila,Landslide,Sankhuwasabha,6/17/2022,"Landslide at Chichila Bajar, Chichila Rural Municipality-1","🚨 Urgent Announcement 🚨

A massive landslide has occurred at Chichila Bajar, Chichila Rural Municipality-1, in Sankhuwasabha district. Please exercise caution and stay away from the affected area. Authorities are working diligently to ensure everyone's safety. Stay tuned for further updates. #LandslideAlert #StaySafe #ChichilaRuralMunicipality"
5,Koshi,Sirijangha,Landslide,Taplejung,6/17/2022,"Landslide at Yangpang, Sirijangha Rural Municipality-5","🚨 Urgent Update 🚨

📢 Landslide Alert 📢

A devastating landslide occurred in Yangpang, Sirijangha Rural Municipality-5, Taplejung district of Koshi province. Please exercise caution and stay safe. Our thoughts and prayers go out to the affected community. #Landslide #Taplejung #StaySafe"
6,Koshi,Sirijangha,Landslide,Taplejung,6/17/2022,"Landslide at Mamankhe, Sirijangha Rural Municipality-6","🚨 Urgent Alert 🚨
A devastating landslide has occurred in Mamankhe, Sirijangha Rural Municipality-6. Please stay safe and avoid the affected area. Our thoughts are with the people of Taplejung during this difficult time. #LandslideAlert #StaySafe #TaplejungStrong 🙏🏼💔"
