Ward,Province,Municipality,Hazard,District,Incident on,Title,instagram_status
5,Lumbini,Panini,Landslide,Arghakhanchi,8/13/2021,"Landslide at Maidan, Panini Rural Municipality-5","🚨 Urgent Update 🚨
Title: Landslide at Maidan, Panini Rural Municipality-5

🌧️ Nature's Fury Strikes 🌧️
A devastating landslide occurred in Maidan, Panini Rural Municipality-5, Arghakhanchi District, Lumbini Province. Our thoughts and prayers go out to the affected community. Stay safe, everyone! 💔

#LandslideAlert #PrayersForPanini #StaySafe"
2,Lumbini,Malika,Landslide,Gulmi,8/12/2021,"Landslide at Patakharka, Malika Rural Municipality-2","🚨 Urgent Update 🚨

🌧️ Landslide at Patakharka, Malika Rural Municipality-2 🌧️

💔 Our thoughts are with the affected community in Gulmi district, Lumbini Province. A devastating landslide occurred on 8/12/2021, causing significant damage in Malika Rural Municipality-2, Ward 2.

🙏 Let's stand together and support those affected during this challenging time. Stay tuned for more updates on relief efforts and ways to help. #PrayForGulmi #LandslideRelief #MalikaRuralMunicipality"
4,Bagmati,Changunarayan,Landslide,Bhaktapur,8/12/2021,"Landslide at Pokhregaun, Changunarayan Municipality-4","🚨 Urgent Update 🚨

💔 Devastating Landslide at Pokhregaun, Changunarayan Municipality-4 💔

📅 Incident Date: 8/12/2021
📍 Province: Bagmati
🏞️ District: Bhaktapur
🏢 Municipality: Changunarayan
🏘️ Ward: 4

🙏 Our thoughts and prayers go out to the affected community. Stay tuned for more updates and ways to lend a helping hand. 🤝

#Landslide #EmergencyResponse #NepalStrong"
7,Karnali,Tatopani,Landslide,Jumla,8/12/2021,Landslide at Tatopani Rural Municipality-7,"🚨 Urgent Update 🚨 

Title: Landslide at Tatopani Rural Municipality-7

💔 Our thoughts go out to the residents of Tatopani Rural Municipality-7 in Jumla, Karnali Province. A devastating landslide occurred on 8/12/2021, causing significant damage and posing a serious threat to the community. 

📢 Stay safe, everyone! Let's come together and support those affected by this natural disaster. #TatopaniLandslide #StaySafeJumla #SupportingTatopani"
1,Lumbini,Mallarani,Landslide,Pyuthan,8/11/2021,"Landslide at Chudarikhola, Mallarani Rural Municipality-1","🚨 Urgent Alert! 🚨

🌧️ Landslide at Chudarikhola, Mallarani Rural Municipality-1 🏔️

📅 Incident Date: 8/11/2021
📍 Province: Lumbini, Nepal 🇳🇵
🏔️ District: Pyuthan
🏢 Municipality: Mallarani
🏘️ Ward: 1

Stay safe and be cautious in the affected area. Our thoughts are with the residents and authorities during this challenging time. 🙏

#LandslideAlert #StaySafe #Pyuthan #Mallarani #Nepal #NaturalDisaster #PrayersNeeded"
3,Lumbini,Tinau,Landslide,Palpa,8/10/2021,"Landslide at Hedbox , Tinau Rural Municipality-3","🚨 Urgent Alert! 🚨
A devastating landslide has struck Hedbox in Tinau Rural Municipality-3, Palpa district, Lumbini province. Stay safe and be prepared. 🙏 #Landslide #EmergencyResponse #StaySafe"
4,Bagmati,Gosaikunda,Landslide,Rasuwa,8/10/2021,Landslide at Gosaikunda Rural Municipality-4,"🚨 Urgent Update 🚨

🏞️ Landslide at Gosaikunda Rural Municipality-4 🏞️

📅 Incident On: 8/10/2021
📍 Province: Bagmati
🏙️ District: Rasuwa
🏢 Municipality: Gosaikunda
🗺️ Ward: 4

🚧 A devastating landslide has occurred in Gosaikunda Rural Municipality-4, causing significant damage. Our thoughts are with the affected community. Stay safe and stay tuned for further updates. 🙏🏼💔 #LandslideAlert #StaySafe #GosaikundaRuralMunicipality4"
6,Gandaki,Chum Nubri,Landslide,Gorkha,8/5/2021,"Landslide at Lokpa, Chum Nubri Rural Municipality-6","🚨 Urgent Update! 🚨

🌧️ Landslide at Lokpa, Chum Nubri Rural Municipality-6 🏔️

📆 Incident Date: 8/5/2021
📍 Province: Gandaki
🏞️ District: Gorkha
🏙️ Municipality: Chum Nubri
🗺️ Ward: 6

⚠️ Due to heavy rainfall, a devastating landslide has occurred in Lokpa, Chum Nubri Rural Municipality-6. Our thoughts are with the affected community during this difficult time. Stay safe and stay tuned for updates. 🙏

#LandslideAlert #StaySafe #Gorkha #Nepal #NaturalDisaster"
3,Karnali,Musikot,Landslide,Rukum West,8/5/2021,"Landslide at Kharkhare, Musikot Municipality-3","🚨 Urgent Update 🚨

Title: Landslide at Kharkhare, Musikot Municipality-3

🌍 Location: Kharkhare, Musikot Municipality-3, Rukum West, Karnali Province

📅 Incident Date: 8th May 2021

🚧 A devastating landslide has occurred in Kharkhare, Musikot Municipality-3. Our thoughts are with the affected community during this difficult time. Stay safe and stay strong, #Musikot!

#LandslideAlert #EmergencyResponse #StaySafe #PrayersForMusikot"
3,Lumbini,Tinau,Landslide,Palpa,8/2/2021,"Landslide at siddhibaba, Tinau Rural Municipality-3","🚨 Urgent Update 🚨

💔 Devastating Landslide at Siddhibaba, Tinau Rural Municipality-3 💔

We are deeply saddened to report a major landslide incident that occurred on 8/2/2021 in the beautiful province of Lumbini, Palpa district. The affected area is Tinau municipality, specifically Ward 3.

Our thoughts and prayers go out to all the residents and families affected by this tragic event. Stay strong, and please prioritize your safety above all else.

#LandslideAlert #StaySafe #PrayersForTinau #PalpaStrong"
5,Sudurpashchim,Swami Kartik,Landslide,Bajura,8/2/2021,"Landslide at Migu, Swami Kartik Rural Municipality-5","🚨 Urgent Update! 🚨

🌧️ Landslide at Migu, Swami Kartik Rural Municipality-5 🌧️

📅 Incident on: 8/2/2021
📍 Province: Sudurpashchim
🏔️ District: Bajura
🏘️ Municipality: Swami Kartik
🔢 Ward: 5

Stay safe and take necessary precautions! 🙏

#Landslide #NaturalHazard #SafetyFirst #StaySafe #Bajura #Sudurpashchim"
1,Lumbini,Sukidaha,Landslide,Rolpa,8/2/2021,"Landslide at Khatigaun, Sukidaha Rural Municipality-1","🚨 Urgent Update 🚨

💔 Landslide at Khatigaun, Sukidaha Rural Municipality-1 💔

📅 Incident Date: 8/2/2021
📍 Province: Lumbini, Nepal
🏔 District: Rolpa
🏘 Municipality: Sukidaha
🏢 Ward: 1

Please stay safe and avoid the affected area. Our thoughts are with everyone impacted by this disaster. 🙏 #Landslide #Nepal #StaySafe"
1,Bagmati,Bidur,Landslide,Nuwakot,7/30/2021,"Landslide at Bandre, Bidur Municipality-1","🚨 Urgent Update 🚨

💔 Devastating Landslide at Bandre, Bidur Municipality-1 💔

📅 Incident Date: 7/30/2021
📍 Province: Bagmati
🏞 District: Nuwakot
🏢 Municipality: Bidur
🌍 Ward: 1

🙏 Our thoughts and prayers are with the affected community. Stay tuned for more updates and ways to help. 🙏

#LandslideAlert #NepalDisaster #PrayForBidur #StaySafe"
7,Bagmati,Doramba,Landslide,Ramechhap,7/30/2021,"Landslide at Doblam, Doramba Rural Municipality-7","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide occurred at Doblam, Doramba Rural Municipality-7, Ramechhap District. Please stay safe and avoid the affected area. Our thoughts and prayers are with the affected community. #LandslideAlert #StaySafe #RamechhapDistrict"
3,Bagmati,Indrasarowar,Landslide,Makwanpur,7/30/2021,"Landslide at Thingdanda, Indrasarowar Rural Municipality-3","🚨 Urgent Update 🚨

Title: Landslide at Thingdanda, Indrasarowar Rural Municipality-3

🌍 Location: Thingdanda, Indrasarowar Rural Municipality-3
📆 Incident Date: 7/30/2021
📍 Province: Bagmati
🏞️ District: Makwanpur
🏢 Municipality: Indrasarowar
🏘️ Ward: 3

Stay safe and avoid the affected area. Our thoughts are with the community during this difficult time. 🙏 #LandslideAlert #StaySafe #MakwanpurStrong"
2,Lumbini,Bhume,Landslide,Rukum East,7/29/2021,"Landslide at saipatug, Bhume Rural Municipality-2","🚨 Urgent Update 🚨

💔 Landslide at Saipatug, Bhume Rural Municipality-2 💔

🌍 Province: Lumbini
📍 District: Rukum East
🏢 Municipality: Bhume
🏘️ Ward: 2

📅 Incident Date: 7/29/2021

🌧️ A devastating landslide has occurred in Saipatug, causing significant damage to the area. Our thoughts and prayers go out to the affected community. 🙏

🚨 Please stay safe and follow the instructions of local authorities. If you are in the vicinity, exercise extreme caution and avoid high-risk areas. 🚧

#Landslide #EmergencyAlert #StaySafe #BhumeRuralMunicipality"
9,Bagmati,Khadadevi,Landslide,Ramechhap,7/29/2021,"Landslide at Pinkhuri, Khadadevi Rural Municipality-9","🚨 Urgent Update 🚨

Stay safe, everyone! A devastating landslide has occurred at Pinkhuri, Khadadevi Rural Municipality-9 in Ramechhap district, Bagmati Province. Please take necessary precautions and keep an eye out for further updates. #StaySafe #LandslideAlert #RamechhapDistrict"
2,Sudurpashchim,Gaumul,Landslide,Bajura,7/28/2021,"Landslide at Kuduha, Gaumul Rural Municipality-2","🚨 Urgent Update! 🚨

🌧️ Landslide Alert 🌧️

💔 Kuduha, Gaumul Rural Municipality-2 has been hit by a devastating landslide on 7/28/2021. Our hearts go out to the affected families and the entire community. 

📍 Province: Sudurpashchim
📍 District: Bajura
📍 Municipality: Gaumul
📍 Ward: 2

🙏 Let's pray for their safety and extend our support during this difficult time. Stay tuned for more updates.

#LandslideAlert #PrayForKuduha #StaySafe #SupportInNeed #GaumulRuralMunicipality"
6,Lumbini,Madi,Landslide,Rolpa,7/28/2021,"Landslide at halig, Madi Rural Municipality-6","🚨 Urgent Alert 🚨

🌧️ Landslide at Halig, Madi Rural Municipality-6 🌧️

📅 Incident Date: 7/28/2021
📍 Province: Lumbini
📍 District: Rolpa
📍 Municipality: Madi
📍 Ward: 6

Stay safe and avoid the affected area. Our thoughts are with the residents of Halig during this difficult time. 🙏 #Landslide #SafetyFirst #StaySafe"
6,Karnali,Naraharinath,Landslide,Kalikot,7/28/2021,"Landslide at kabharrukha, Naraharinath Rural Municipality-6","🚨 Urgent Update! 🚨

🌧️ Landslide Alert 🌧️

A massive landslide has occurred in Kabharrukha, Naraharinath Rural Municipality-6, Kalikot District, Karnali Province. Please exercise extreme caution and stay away from the affected area.

#LandslideAlert #Kabharrukha #Naraharinath #Kalikot #StaySafe"
4,Bagmati,Bhotekoshi,Landslide,Sindhupalchok,7/26/2021,Landslide at Bhotekoshi Rural Municipality-4,"🚨 Urgent Update 🚨

Title: Landslide at Bhotekoshi Rural Municipality-4

We regret to inform you about a devastating landslide incident that occurred on 7/26/2021 at Bhotekoshi Rural Municipality-4, Sindhupalchok District, Bagmati Province. Our thoughts and prayers are with the affected community during this challenging time. Stay safe, everyone! 🙏 #LandslideAlert #Sindhupalchok #StaySafe"
6,Bagmati,Shivapuri,Landslide,Nuwakot,7/25/2021,"Landslide at Gurung Gau, Shivapuri Rural Municipality-6","🚨 Urgent Update 🚨

🌧️ A devastating landslide has occurred at Gurung Gau, Shivapuri Rural Municipality-6 in Nuwakot district, Bagmati province. Our thoughts are with the affected community during this challenging time. 🙏

#LandslideAlert #StaySafe #Nepal #Nuwakot #Shivapuri #NaturalDisaster"
2,Sudurpashchim,Dilasaini,Landslide,Baitadi,7/25/2021,"Landslide at Chhepatta, Dilasaini Rural Municipality-2","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

Title: Landslide at Chhepatta, Dilasaini Rural Municipality-2

📅 Incident Date: 7/25/2021
📍 Province: Sudurpashchim
🏞️ District: Baitadi
🏙️ Municipality: Dilasaini
🏘️ Ward: 2

Stay safe and stay tuned for more updates! 🙏🏼 #LandslideAlert #StaySafe #Baitadi #Dilasaini #Nepal"
2,Karnali,Khandachakra,Landslide,Kalikot,7/23/2021,"Landslide at Hulma, Khandachakra Municipality-2","🚨 Urgent Update 🚨

🌧️ A devastating landslide occurred at Hulma, Khandachakra Municipality-2 in Kalikot district, Karnali province. Our thoughts are with the affected community. Stay strong! 💔

#LandslideAlert #PrayForKhandachakra #StaySafe #KarnaliStrong"
5,Koshi,Hilihang,Landslide,Panchthar,7/22/2021,"Landslide at Suvang, Hilihang Rural Municipality-5","🚨 Urgent Update! 🚨
A devastating landslide has occurred in Suvang, Hilihang Rural Municipality-5, Panchthar District, Koshi Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #LandslideAlert #StaySafe #PanchtharStrong"
4,Koshi,Udayapurgadhi,Landslide,Udayapur,7/22/2021,"Landslide at Jalkani, Udayapurgadhi Rural Municipality-4","🚨 Urgent Update! 🚨

Title: Landslide at Jalkani, Udayapurgadhi Rural Municipality-4

🌍 Province: Koshi
📍 District: Udayapur
🏢 Municipality: Udayapurgadhi
🏞️ Ward: 4

📅 Incident Date: 7/22/2021

Attention everyone! A devastating landslide has occurred at Jalkani, Udayapurgadhi Rural Municipality-4. Our thoughts and prayers are with the affected community. Stay tuned for further updates and let's come together to support those in need. 🙏❤️ #Landslide #UdayapurStrong #StaySafe"
6,Koshi,Mapya Dudhkoshi,Landslide,Solukhumbu,7/22/2021,Landslide at Mapya Dudhkoshi Rural Municipality-6,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Mapya Dudhkoshi Rural Municipality-6

Attention everyone! A landslide has occurred in Mapya Dudhkoshi Rural Municipality-6 of Solukhumbu district, Koshi province. Please exercise caution and stay away from the affected area. Stay safe!

#LandslideAlert #SafetyFirst #Solukhumbu #MapyaDudhkoshi #StaySafe"
3,Sudurpashchim,Budhiganga,Landslide,Bajura,7/22/2021,"Landslide at basali, Budhiganga Municipality-3","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

Title: Landslide at Basali, Budhiganga Municipality-3

📅 Incident Date: 7/22/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏢 Municipality: Budhiganga
🏘️ Ward: 3

Stay safe and avoid the affected area! Seek shelter in a secure location and follow local authorities' instructions. Our thoughts are with everyone impacted by this natural disaster. 🙏

#LandslideAlert #StaySafe #BudhigangaMunicipality #Bajura #Sudurpashchim"
7,Bagmati,Dupcheshwar,Landslide,Nuwakot,7/21/2021,"Landslide at Shikerbashi, Dupcheshwar Rural Municipality-7","🚨 Urgent Update 🚨

Title: Landslide at Shikerbashi, Dupcheshwar Rural Municipality-7

🌍 Hazard: Landslide
📅 Incident on: 7/21/2021
📍 Province: Bagmati, Nepal
🏞️ District: Nuwakot
🏘️ Municipality: Dupcheshwar
🏢 Ward: 7

Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #NepalStrong"
7,Koshi,Mapya Dudhkoshi,Landslide,Solukhumbu,7/21/2021,Landslide at Mapya Dudhkoshi Rural Municipality-7,"🚨 Urgent Update 🚨

Title: Landslide at Mapya Dudhkoshi Rural Municipality-7

🌍 Location: Mapya Dudhkoshi Rural Municipality-7, Solukhumbu, Koshi Province
📅 Incident Date: July 21, 2021

🚧 A devastating landslide has occurred in Mapya Dudhkoshi Rural Municipality-7. Our thoughts go out to those affected by this natural disaster. Stay safe, everyone! 🙏

#LandslideAlert #StaySafe #MapyaDudhkoshi #Solukhumbu #KoshiProvince"
3,Koshi,Thulung Dudhkoshi,Landslide,Solukhumbu,7/21/2021,Landslide at Thulung Dudhkoshi Rural Municipality-3,"🚨 Urgent Update 🚨

A devastating landslide has occurred at Thulung Dudhkoshi Rural Municipality-3 in Solukhumbu district, Koshi province. Our thoughts are with everyone affected by this natural disaster. Stay safe and stay strong. 🙏💔 #Landslide #ThulungDudhkoshi #Solukhumbu #Koshi #StaySafe"
11,Karnali,Bangad Kupinde,Landslide,Salyan,7/21/2021,"Landslide at Gangate, Bangad Kupinde Municipality-11","🚨 Urgent Update 🚨

🌧️⚠️ Landslide Alert ⚠️🌧️

Title: Landslide at Gangate, Bangad Kupinde Municipality-11

We regret to inform you about a recent landslide incident at Gangate, Bangad Kupinde Municipality-11. This natural disaster occurred on 7/21/2021 in Salyan district, Karnali province.

🙏 Our thoughts are with the affected community and we hope everyone is safe. 🙏

Stay tuned for further updates and stay safe!

#LandslideAlert #StaySafe #SalyanDistrict #KarnaliProvince #BangadKupindeMunicipality11"
1,Gandaki,Baudikali,Landslide,Nawalparasi East,7/18/2021,"Landslide at Minangtole, Baudikali Rural Municipality-1","🚨 Urgent Update 🚨 

A devastating landslide has occurred in Minangtole, Baudikali Rural Municipality-1, Nawalparasi East. Our thoughts are with the affected community. Stay safe and stay tuned for further updates. 🙏🏼💔 #LandslideAlert #Nepal #Gandaki #StaySafe"
10,Koshi,Shadananda,Landslide,Bhojpur,7/18/2021,"Landslide at Majhuwa, Shadananda Municipality-10","🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A massive landslide occurred at Majhuwa, Shadananda Municipality-10 in Bhojpur District, Koshi Province. Please stay safe and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #BhojpurDistrict #KoshiProvince"
8,Koshi,Khijidemba,Landslide,Okhaldhunga,7/18/2021,"Landslide at Bhusinga, Khijidemba Rural Municipality-8","🚨 Urgent Update 🚨

🌧️ Landslide at Bhusinga, Khijidemba Rural Municipality-8 🌧️

We regret to inform you about a landslide incident that occurred on 7/18/2021 in the beautiful province of Koshi. The affected area is in Okhaldhunga district, specifically in Khijidemba municipality, Ward 8.

Our thoughts and prayers go out to the affected residents. Please stay safe and follow the instructions of local authorities.

#LandslideAlert #StaySafe #Okhaldhunga #Koshi"
6,Lumbini,Tinau,Landslide,Palpa,7/16/2021,"Landslide at Dumre, Tinau Rural Municipality-6","🚨 Urgent Update 🚨

🌧️ Landslide at Dumre, Tinau Rural Municipality-6 🌧️

📅 Incident Date: 7/16/2021
📍 Province: Lumbini
📍 District: Palpa
📍 Municipality: Tinau
📍 Ward: 6

Please stay safe and avoid the affected area. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #PalpaStrong"
