text,target
"ðŸŒðŸš¨ Earthquake Alert! ðŸš¨ðŸŒ

ðŸ“… Incident Date: 4/25/2015
ðŸ“ Location: Simkot Rural Municipality-3, Humla, Karnali

ðŸš§ A powerful earthquake has struck Simkot Rural Municipality-3, causing widespread damage and destruction. Our thoughts are with the affected residents during this challenging time. Stay strong! ðŸ’ªâ¤ï¸

#Earthquake #Simkot #Humla #Karnali #StayStrong",1
"A landslide occurred in Kotdanda, Konjyosom Rural Municipality-4 in the Lalitpur district on July 5,2023. The risk of destruction was large, considering the heavy rainfall that had occurred in the Bagmati province. It is fortunate that no casualties were reported in the destruction, and villagers are receiving assistance in repairing their homes.",1
"I know what itâ€™s like to lose. To feel so desperately that youâ€™re right, yet to fail nonetheless. As lightning turns the lâ€¦",0
"Remember: FlyBeâ€™s collapse has nothing to do with Brexit. Also nothing to do with Brexit: Thomas Cook, Sony, Flybmi,â€¦",0
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒ§ï¸ Landslide at Pakpa, Barahtal Rural Municipality-2 ðŸŒ§ï¸

We regret to inform you that a devastating landslide has occurred in Pakpa, Barahtal Rural Municipality-2, Surkhet. The incident took place on 8/29/2021, and the area is currently facing severe consequences.

ðŸ“ Location: Pakpa, Barahtal Rural Municipality-2, Surkhet
ðŸŒ Province: Karnali
ðŸ¢ Municipality: Barahtal
ðŸ˜ï¸ Ward: 2

Please stay tuned for further updates and take necessary precautions to ensure your safety. Our thoughts and prayers are with the affected community. ðŸ™

#Landslide #Emergency #StaySafe #Pakpa #Barahtal #Surkhet",1
and it be over the smallest shit. yall donâ€™t ever wanna sit down and talk to somebody until after the damage is done. itâ€¦,0
Flooding the labor market with unskilled labâ€¦ https://t.co/3I6sNY3CJS,0
"ðŸš¨ Urgent Alert! ðŸš¨
A devastating landslide has occurred in Humin, Rambha Rural Municipality-4, Palpa District, Lumbini Province. Stay safe and take necessary precautions. Our thoughts are with the affected community. ðŸ™ #Landslide #Emergency #StaySafe #RambhaRuralMunicipality",1
"ðŸš¨ Flood Alert ðŸš¨

ðŸŒŠ A devastating flood has hit Raksirang Rural Municipality-8 in Makwanpur district, Bagmati province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Raksirang #Makwanpur #Bagmati",1
I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,0
"ðŸš¨ Urgent Notice ðŸš¨

ðŸŒ Landslide Alert ðŸŒ

ðŸ“ Sirkholasaina, Dipayal Silgadi Municipality-1

ðŸ“† Incident Date: 6/19/2021

ðŸžï¸ Province: Sudurpashchim
ðŸ™ï¸ District: Doti
ðŸ¢ Municipality: Dipayal Silgadi
ðŸ˜ï¸ Ward: 1

ðŸš§ A devastating landslide has occurred in Sirkholasaina, posing a serious threat to the local community. Please take necessary precautions and stay safe!

#LandslideAlert #StaySafe #DipayalSilgadi #Doti #Nepal",1
"Democrats should know the name of the American that Qassem Soleimani killed, the American that led to the death of Qassem Soâ€¦",0
"Dear Saab, The Jama Masjid is not in Pakistan, says the Delhi High Court. Sir Ji, this is a moment of monumentalâ€¦",0
"A devastating landslide occurred on July 5, 2023 in Kharkhare, Banfikot Rural Municipality-6 of Rukum West, Karnali Province. The hazard has already caused tremendous damage to the community, leaving locals in fear. Authorities have taken necessary steps to attend the aftermath of the landslide.",1
"ðŸš¨ Urgent Update ðŸš¨

Title: Landslide at Pachhawang, Bhume Rural Municipality-8

ðŸŒ Location: Pachhawang, Bhume Rural Municipality-8, Rukum East, Lumbini Province
ðŸš§ Hazard: Landslide
ðŸ“… Incident Date: 8/15/2021

ðŸ™ Our thoughts and prayers go out to the affected community. Stay safe, everyone! ðŸ™

#LandslideAlert #StaySafe #BhumeRuralMunicipality #RukumEast #LumbiniProvince",1
"""You can't achieve your way out of childhood trauma."" â€” Will Smith https://t.co/G776WOpf12",0
"The Latest: Food, fuel delivery to cars stranded in Kentucky: WASHINGTON (AP) ‚Äî The latest on the blizzard slamming the eastern part ...",0
"ðŸš¨ Breaking News ðŸš¨
An earthquake has struck Thori Rural Municipality-5 in Parsa district, Madhesh province. Please stay safe and follow all precautionary measures. Our thoughts and prayers are with the affected people. ðŸ™ #Earthquake #StaySafe #ThoriRuralMunicipality",1
"Meta meta will as usual derail in his despotic address, no meaningful address.",0
"ðŸš¨ Urgent Alert ðŸš¨

A devastating landslide has occurred at Betini, Maijogmai Rural Municipality-3 in Ilam district, Koshi Province. Please stay safe and avoid the affected area. Our thoughts are with the residents of Ward 3 during this difficult time. #Landslide #StaySafe #IlamDistrict",1
"A flood occurred in Tikhidhunga, Khandbari Municipality-7, Sankhuwasabha, Koshi on 2023-06-17. It caused destruction of homes and damaged crops in the area. The government and local volunteers are working together to provide aid to the affected people.",1
I'm taking this day off. Not going to do anything I'm supposed to do. I started w tea and breakfast by the Magic Foâ€¦ https://t.co/raNd1HtFCp,0
"If anyone wants to donate clothes, food, toiletry items etc for the tornado victims bring them by the kd house by noon tomorrow!",0
"Lord Jesus, I hand over into your hands. Keep evil far away from her . Surround her with your hedge of pâ€¦",0
Donald Trump told Ingraham that CEOs want only a small no. of extraordinary foreign graduates. But fedl. data shows thatâ€¦,0
"Climate change increases the risk of wildfires, confirms new review: Physorg https://t.co/RWCFKWYCBe MORE w/ EcoSeâ€¦ https://t.co/bsXeIRBjqm",0
"Street Vendors are giving out free food, neighbors are giving out free masks, and even the communist party has sent out iâ€¦",0
2010 - Inception. The Social Network. Easy A. Black Swan. Toy Story 3. The Kids are All Right. Aftershock.,0
"For you Albania. On Radio Helsinki Graz with L. Totaj about the earthquake, coping with disaster and nationwide and international solidarity. Thanks and gratitude to the Albanian Associations in Styria, donate 17955 Euros to Albania earthquake",1
ðŸ›‘ ðŸ›‘ ðŸ›‘ Bloody Harvestâ€”How Everyone Ignored the Crime of the Century- â¦â© has penned a piece that you should drop eâ€¦,0
"ðŸ”¥ Forest Fire Alert ðŸ”¥

ðŸ“ Bheriganga Municipality-6, Surkhet, Karnali

ðŸ“… Incident on: 2022-04-26

ðŸš¨ Stay safe and avoid the affected area. Follow local authorities' instructions. #ForestFire #Surkhet #Nepal",1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

A forest fire has broken out in Matikhel, Chandragiri Municipality-4, Kathmandu. Please stay safe and avoid the area. Authorities are working to control the situation. #ForestFire #StaySafe #ChandragiriMunicipality4",1
Tammy the slob sold a cow and then fell asleep before waking up to an earthquake,0
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Bhorle, Manebhanjyang Rural Municipality-5 
ðŸ“… Incident on: 4/26/2021
ðŸŒ Province: Koshi
ðŸŒ† District: Okhaldhunga
ðŸ¢ Municipality: Manebhanjyang
ðŸžï¸ Ward: 5

Stay safe and vigilant, everyone! Let's hope for a swift containment of this forest fire. ðŸ™ #ForestFire #EmergencyAlert #StaySafe",1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Pokhara Lekhnath Metropolitan City-22, Kaski, Gandaki Province

ðŸ“… Incident on: 4/14/2021

ðŸš¨ A devastating forest fire has broken out in Ward 22 of Pokhara Lekhnath. Our hearts go out to the affected community and the brave firefighters battling the flames. Stay safe, everyone! ðŸ™

#ForestFire #PokharaLekhnath #Kaski #Gandaki #EmergencyResponse #StaySafe",1
i just got a txt from my police department advising to seek shelter because of a tornado warning...i live in nj...we dont get tornado..lol,0
The earthquake in Albania is more tragic than in 1979. Rescuers find only the dead bodies. Albania Albanian earthquake,1
"ðŸš¨ #FloodAlert ðŸš¨

ðŸŒŠ A devastating flood has hit Nepalgunj Rajpur, Rajapur Municipality-4 in Bardiya district, Lumbini province. 

ðŸ“… Incident Date: 2021-06-26
ðŸ“ Location: Rajapur Municipality-4, Bardiya

Stay safe and take necessary precautions! #NepalFloods #StaySafe",1
Schools should brace for five years of upheaval from a triumphant party with Gove at its heart | Melissa Benn https://t.co/XqLStIGojW,0
"ðŸš¨ Landslide Alert ðŸš¨

A landslide has occurred in Korbas, Sisne Rural Municipality-6, Rukum East. Stay safe and follow local authorities' instructions. #LandslideAlert #RukumEast #StaySafe",1
We could have some imaginative names like: Fustercluck Shitstorm Shambles Deluge Tâ€¦ https://t.co/J4HtYi7cqg,0
This semester I wanted my Special Topics students to get out of the classroom &amp; take a different approach to learniâ€¦ https://t.co/1LhIioclvn,0
"and welcome refugees. There are about 75 million refugees around the world, living in displaced persons camps and other ""â€¦",0
Flood Protection Monitoring on 14 Jan 2020 08:50 https://t.co/19o57dWROj,0
Margaret Cavendish was an English philosopher and author born in 1623. She was the first woman to attend a meeting at tâ€¦,0
"While the death toll raised to 31, solidarity with those affected by Albanian Earthquake has been huge. Tonight in Durrës nobody is going to sleep outside in tents after families and hotels in the area were able to accommodate hundreds of those in need.",1
"ðŸš¨ Urgent Announcement ðŸš¨

We regret to inform you that an earthquake has struck Tiwaridada, Besishahar Municipality-11. Please stay safe and follow the guidelines provided by the authorities. Our thoughts are with everyone affected by this natural disaster. ðŸ™ðŸ¼ #EarthquakeAlert #StaySafe #Tiwaridada #BesishaharMunicipality11",1
"Whenever you hear the term ""deep state"", the perception that is given is that it means ISI &amp; army.... Fact is that theâ€¦",0
"ðŸš¨ Urgent Update ðŸš¨

ðŸ’” Devastating Landslide at Sagurce, Ruru Rural Municipality-2 ðŸ’”

ðŸŒ§ï¸ Our hearts go out to the residents of Sagurce, Ruru Rural Municipality-2, Gulmi district, Lumbini province, who have been affected by a destructive landslide incident on 6/15/2021. ðŸžï¸

ðŸ™ Let's keep them in our thoughts and prayers during this difficult time. Stay strong, Sagurce! ðŸ’ª

#LandslideAlert #PrayForSagurce #GulmiDistrict #StayStrongSagurce",1
Spirits come to us for many different reasons. Today was to save our life!! Liz was heading out the door with our dâ€¦ https://t.co/UiGIdyXGKc,0
Yeah I mean... we paid Cooks like one. Obviously the concussions have been a problem but the drops were/aâ€¦ https://t.co/0cz2rTIxBc,0
"A devastating flood occurred on 2023-06-23 in Safaitar of Dhankuta Municipality-2, Dhankuta district, Koshi province. Reports suggest that the flood destroyed several houses and farms in the area and forced people to evacuate to safer grounds.",1
American Media said that Iran had bulldozed the crash site of the shoot down. What Iran did was relocate the wreckage. Itâ€¦,0
I Just have to say what an amazing job they've made of making the flooding situation worse in Bubb lane!,0
"FEMAGrants PortlandFD Our AFG program awards #grants to #Firefighters, #EmergencyResponse personnel andâ€¦ https://t.co/gFIZOCv6Du",0
"ðŸš¨ Urgent Alert! ðŸš¨
A devastating landslide occurred in Hayaya, Golanjor Rural Municipality-6, Sindhuli District, Bagmati Province. Please stay safe and avoid the affected area. Our thoughts are with the affected community. #LandslideAlert #StaySafe #PrayersForHayaya ðŸ™ðŸ¼",1
"Deadly landslide occurred at Mehele Khuwa in Sidingba Rural Municipality-6, Taplejung district on June 20, 2023. The result of the disaster is unknown. Relief and rescue teams have been deployed to assess the damage caused and to provide necessary help to the area.",1
"A forest fire broke out at Lal Bahadur Chowk in Bagmati Municipality-6, Madhesh District on 2023-06-16. Fire brigades rushed to the site and are trying to control the blaze, with the situation reported to be under control. No casualties reported as of now.",1
"ðŸ”¥ Forest Fire Alert ðŸ”¥
ðŸ“ Thulung Dudhkoshi Rural Municipality-2, Solukhumbu, Koshi Province
ðŸ“… Incident Date: 2022-04-24
Stay safe and follow local authorities' guidelines. #ForestFire #SafetyFirst",1
"ðŸš¨ ALERT: Landslide reported in Baisari, Raghuganga Rural Municipality-3, Myagdi. Stay safe and follow local authorities' instructions. #Landslide #Myagdi #Nepal",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒ§ï¸ A devastating landslide has occurred at Banchare, Tadi Rural Municipality-5, Nuwakot District, Bagmati Province. Stay safe and take necessary precautions!

#LandslideAlert #StaySafe #Nuwakot #BagmatiProvince",1
"ðŸš¨ Urgent Notice ðŸš¨

Attention everyone! A devastating flood has hit Kharka in Khatyad Rural Municipality-3, Mugu. Please stay safe and take necessary precautions. Our thoughts and prayers are with the affected people. ðŸ™ #FloodAlert #StaySafe #MuguFloods",1
"I was raised in a charismatic church. From the time I was young, I was taught to fear a non-existent enemy. From ""Râ€¦",0
Flood Protection Monitoring on 14 Jan 2020 08:50 https://t.co/19o57dWROj,0
"#Burning GN Rao Committee #Report and the #Boston Consulting Group Report in the #Bhogi Fire, along with other Trash, in #Thuâ€¦",0
Mexican Border City on High Alert Over Jihad â€˜Suicide Bomberâ€™ Threat: Four four nationals of Iran. Democrats and jihad grâ€¦,0
Earthquake is always a terrible and devasting event. I hope Albania could get through this painful time soon Albanian Earthquake,1
Haitians scramble for shelter from powerful Hurricane Matthew http://ift.tt/2dsBfcx ,0
"ðŸš¨ Earthquake Alert ðŸš¨ 

ðŸ”´ Incident: Earthquake 
ðŸ“… Date: 4/25/2015 
ðŸ“ Location: Shey Phoksundo Rural Municipality-99, Dolpa, Karnali 

Stay safe everyone! Our thoughts are with the affected community. #Earthquake #StaySafe #SheyPhoksundo #Dolpa #Karnali",1
