,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
84,84,"Landslide at Gallabada, Tanjakot Rural Municipality-5",Landslide,2023-08-25,Karnali,Humla,Tanjakot,5,"🚨 Urgent Alert 🚨
A devastating landslide has occurred in Gallabada, Tanjakot Rural Municipality-5, Humla, Karnali Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Humla #Nepal",1
85,85,"Landslide at Mithini Chhap , Namobuddha Municipality-7",Landslide,2023-08-25,Bagmati,Kavrepalanchok,Namobuddha,7,"🚨 Urgent Alert 🚨

📅 Incident Date: 2023-08-25
📍 Location: Mithini Chhap, Namobuddha Municipality-7, Kavrepalanchok, Bagmati Province

⚠️ A devastating landslide has occurred in Mithini Chhap, causing significant damage. Our thoughts are with the affected community. Stay safe and stay tuned for further updates. #Landslide #EmergencyResponse #StaySafe",1
86,86,"Landslide at Ballechaur, Putha Uttarganga Rural Municipality-4",Landslide,2023-08-24,Lumbini,Rukum East,Putha Uttarganga,4,"🚨 ALERT 🚨 A devastating landslide has occurred in Ballechaur, Putha Uttarganga Rural Municipality-4, Rukum East. Stay safe and follow local authorities' instructions. #Landslide #RukumEast #StaySafe",1
87,87,"Landslide at Dhansar, Inaruwa Municipality-8",Landslide,2023-08-23,Koshi,Sunsari,Inaruwa,8,"🚨 Alert! A devastating landslide occurred at Dhansar, Inaruwa Municipality-8 in Sunsari district, Koshi province. Stay safe and follow local authorities' instructions. #Landslide #DisasterAlert #StaySafe",1
88,88,"Landslide at Amkot, Gaumul Rural Municipality-1",Landslide,2023-08-23,Sudurpashchim,Bajura,Gaumul,1,"🚨#BreakingNews🚨

📢 A devastating #landslide has occurred at Amkot, Gaumul Rural Municipality-1, Bajura District, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 🙏 #LandslideAlert #Nepal",1
89,89,"Landslide at Galze, Pachaljharana Rural Municipality-3",Landslide,2023-08-23,Karnali,Kalikot,Pachaljharana,3,"🚨 ALERT 🚨 A devastating landslide has occurred at Galze, Pachaljharana Rural Municipality-3 in Kalikot, Karnali Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #DisasterResponse",1
90,90,"Landslide at Aambote, Phidim Municipality-11",Landslide,2023-08-22,Koshi,Panchthar,Phidim,11,"🚨 ALERT 🚨 
Landslide reported in Aambote, Phidim Municipality-11, Panchthar district, Koshi province on 2023-08-22. Please take necessary precautions and stay safe! #Landslide #Phidim #Panchthar #Koshi",1
91,91,"Landslide at Khasiwang, Putha Uttarganga Rural Municipality-4",Landslide,2023-08-21,Lumbini,Rukum East,Putha Uttarganga,4,"🚨 Emergency Alert 🚨
A devastating landslide occurred at Khasiwang, Putha Uttarganga Rural Municipality-4, Rukum East. Please stay safe and follow local authorities' instructions. #Landslide #RukumEast #StaySafe",1
92,92,"Landslide at Hidi , Raghuganga Rural Municipality-8",Landslide,2023-08-20,Gandaki,Myagdi,Raghuganga,8,"🚨 Urgent Alert 🚨 
A devastating landslide has occurred in Hidi, Raghuganga Rural Municipality-8, Myagdi. Please stay safe and follow the instructions of local authorities. #Landslide #Myagdi #StaySafe",1
93,93,"Landslide at Phuliwang, Raghuganga Rural Municipality-8",Landslide,2023-08-19,Gandaki,Myagdi,Raghuganga,8,"🚨 Alert 🚨 A landslide has occurred at Phuliwang, Raghuganga Rural Municipality-8, Myagdi, Gandaki Province. Please stay safe and follow local authorities' instructions. #Landslide #Myagdi #Gandaki #StaySafe",1
94,94,"Landslide at Arman, Raghuganga Rural Municipality-8",Landslide,2023-08-19,Gandaki,Myagdi,Raghuganga,8,"🚨 ALERT 🚨

A devastating landslide has occurred in Arman, Raghuganga Rural Municipality-8, Myagdi. Stay safe and follow the instructions of local authorities. #Landslide #Myagdi #Nepal #StaySafe",1
95,95,"Landslide at Phuliwang, Raghuganga Rural Municipality-8",Landslide,2023-08-19,Gandaki,Myagdi,Raghuganga,8,"🚨 Landslide Alert 🚨

A landslide occurred at Phuliwang, Raghuganga Rural Municipality-8 in Myagdi District, Gandaki Province. Please exercise caution and stay safe. #LandslideAlert #Myagdi #Gandaki #StaySafe",1
96,96,"Landslide at Danda Gaau, Raghuganga Rural Municipality-8",Landslide,2023-08-18,Gandaki,Myagdi,Raghuganga,8,"🚨#LandslideAlert🚨

A devastating landslide struck Danda Gaau, Raghuganga Rural Municipality-8 in Myagdi district, Gandaki province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #StaySafe #NaturalDisaster #Myagdi #Nepal",1
97,97,"Landslide at Maitad, Gauriganga Municipality-9",Landslide,2023-08-17,Sudurpashchim,Kailali,Gauriganga,9,"🚨 ALERT 🚨 A devastating landslide has occurred at Maitad, Gauriganga Municipality-9, Kailali district, Sudurpashchim province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #StaySafe #Kailali #Sudurpashchim",1
98,98,"Landslide at Chausadhinga, Gosaikunda Rural Municipality-4",Landslide,2023-08-17,Bagmati,Rasuwa,Gosaikunda,4,"🚨 ALERT: Landslide reported at Chausadhinga, Gosaikunda Rural Municipality-4, Rasuwa. Stay safe, everyone! 🙏 #Landslide #Rasuwa #StaySafe",1
99,99,"Landslide at Pulchowk, Rhishing Rural Municipality-1",Landslide,2023-08-16,Gandaki,Tanahu,Rhishing,1,"🚨 ALERT 🚨 Landslide reported at Pulchowk, Rhishing Rural Municipality-1, Tanahu. Please exercise caution and stay away from the affected area. Stay safe, everyone! #Landslide #SafetyFirst #Tanahu #Gandaki",1
100,100,"Landslide at Sirise, Barhabise Municipality-5",Landslide,2023-08-16,Bagmati,Sindhupalchok,Barhabise,5,"🚨 ALERT 🚨
A devastating landslide occurred at Sirise, Barhabise Municipality-5 in Sindhupalchok District, Bagmati Province. Stay safe and follow local authorities' instructions. #Landslide #Emergency #StaySafe",1
101,101,"Landslide at Nempang, Bhojpur Municipality-11",Landslide,2023-08-16,Koshi,Bhojpur,Bhojpur,11,"🚨 Landslide Alert 🚨

A devastating landslide occurred in Nempang, Bhojpur Municipality-11, Koshi Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Bhojpur #Koshi #StaySafe",1
102,102,"Landslide at Kotgaau, Machhapuchchhre Rural Municipality-7",Landslide,2023-08-16,Gandaki,Kaski,Machhapuchchhre,7,"🚨#BreakingNews 🚨

A devastating landslide has occurred at Kotgaau, Machhapuchchhre Rural Municipality-7 in Kaski district, Gandaki Province. Our thoughts are with the affected community. Stay tuned for updates. #Landslide #Nepal #StaySafe",1
103,103,"Landslide at Lyachhebar, Umakunda Rural Municipality-1",Landslide,2023-08-16,Bagmati,Ramechhap,Umakunda,1,"🚨 ALERT 🚨 A devastating landslide occurred at Lyachhebar, Umakunda Rural Municipality-1, Ramechhap District, Bagmati Province on 2023-08-16. Stay safe and follow local authorities' instructions. #Landslide #Ramechhap #Bagmati",1
104,104,"Landslide at Thulakhet, Pokhara Lekhnath Metropolitan City-23",Landslide,2023-08-16,Gandaki,Kaski,Pokhara Lekhnath,23,"🚨#BreakingNews 🚨
A devastating landslide occurred at Thulakhet, Pokhara Lekhnath Metropolitan City-23 in Kaski district, Gandaki province. Stay safe everyone! #LandslideAlert #Nepal #NaturalDisaster",1
105,105,Landslide at Pokhara Lekhnath Metropolitan City-24,Landslide,2023-08-16,Gandaki,Kaski,Pokhara Lekhnath,24,"🚨 ALERT 🚨
A devastating landslide has occurred in Pokhara Lekhnath Metropolitan City-24, Kaski District, Gandaki Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected residents. #Landslide #PokharaLekhnath #StaySafe",1
106,106,"Landslide at Gajjar , Ramaroshan Rural Municipality-1",Landslide,2023-08-15,Sudurpashchim,Achham,Ramaroshan,1,"🚨 Urgent Alert 🚨
Landslide reported in Gajjar, Ramaroshan Rural Municipality-1, Achham district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe #Achham #Sudurpashchim",1
107,107,Landslide at Inaruwa Municipality-8,Landslide,2023-08-13,Koshi,Sunsari,Inaruwa,8,"🚨 ALERT 🚨 A devastating landslide has occurred in Inaruwa Municipality-8, Sunsari District, Koshi Province. Please stay safe and follow local authorities' instructions. #LandslideAlert #Inaruwa #Sunsari #Koshi",1
108,108,"Landslide at Bihibare, Shadananda Municipality-14",Landslide,2023-08-13,Koshi,Bhojpur,Shadananda,14,"🚨 Urgent Alert 🚨
A devastating landslide has occurred at Bihibare, Shadananda Municipality-14, Bhojpur. Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. #LandslideAlert #StaySafe #Bhojpur",1
109,109,"Landslide at Gyalbasingh Jungle., Bigu Rural Municipality-1",Landslide,2023-08-13,Bagmati,Dolakha,Bigu,1,"🚨 ALERT: Landslide reported at Gyalbasingh Jungle in Bigu Rural Municipality-1, Dolakha. Stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Dolakha",1
110,110,"Landslide at Daklang, Jugal Rural Municipality-2",Landslide,2023-08-13,Bagmati,Sindhupalchok,Jugal,2,"""🚨URGENT🚨 A devastating landslide has occurred in Daklang, Jugal Rural Municipality-2, Sindhupalchok District, Bagmati Province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe""",1
111,111,"Landslide at Runtawang, Rolpa Municipality-4",Landslide,2023-08-13,Lumbini,Rolpa,Rolpa,4,"🚨 ALERT: Landslide reported at Runtawang, Rolpa Municipality-4, Rolpa District, Lumbini Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst",1
112,112,"Landslide at Bhaise - Galchhi - Trishuli, Bidur Municipality-11",Landslide,2023-08-12,Bagmati,Nuwakot,Bidur,11,"🚨 ALERT 🚨
A devastating landslide occurred at Bhaise-Galchhi-Trishuli, Bidur Municipality-11, Nuwakot, Bagmati Province on 2023-08-12. Please stay safe and follow local authorities' instructions. #Landslide #Nuwakot #StaySafe",1
113,113,Landslide at Thawang Rural Municipality-2,Landslide,2023-08-12,Lumbini,Rolpa,Thawang,2,"🚨 Urgent News Alert 🚨
A devastating landslide has occurred at Thawang Rural Municipality-2 in Rolpa, Lumbini Province. Please stay safe and follow local authorities' instructions. #Landslide #Thawang #Rolpa #StaySafe",1
114,114,"Landslide at Bhaise, Makawanpurgadhi Rural Municipality-5",Landslide,2023-08-12,Bagmati,Makwanpur,Makawanpurgadhi,5,"🚨 #LandslideAlert 🚨
A devastating landslide occurred at Bhaise, Makawanpurgadhi Rural Municipality-5, Bagmati Province. Stay vigilant and take necessary precautions to ensure your safety. Our thoughts are with the affected community. #StaySafe #Makwanpur #Nepal",1
115,115,"Landslide at Saipatung , Putha Uttarganga Rural Municipality-4",Landslide,2023-08-12,Lumbini,Rukum East,Putha Uttarganga,4,"🚨 Urgent Alert 🚨
Landslide reported in Saipatung, Putha Uttarganga Rural Municipality-4, Rukum East. Please exercise caution and stay safe. #LandslideAlert #RukumEast #StaySafe",1
116,116,"Landslide at Saili Maili Thawang Ghorahi Road Section., Rolpa Municipality-10",Landslide,2023-08-11,Lumbini,Rolpa,Rolpa,10,"🚨 Landslide Alert 🚨 

A landslide has occurred at Saili Maili Thawang Ghorahi Road Section in Rolpa Municipality-10, Rolpa District, Lumbini Province. Please exercise caution and avoid the affected area. Stay safe, everyone! #Landslide #Rolpa #Lumbini",1
117,117,"Landslide at Lamasoti, Mahankal Rural Municipality-5",Landslide,2023-08-11,Bagmati,Lalitpur,Mahankal,5,"🚨 ALERT 🚨

A devastating landslide occurred in Lamasoti, Mahankal Rural Municipality-5, Lalitpur District, Bagmati Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #Landslide #StaySafeMahankal",1
118,118,"Landslide at Dhansar, Inaruwa Municipality-8",Landslide,2023-08-11,Koshi,Sunsari,Inaruwa,8,"🚨 ALERT: Landslide reported at Dhansar, Inaruwa Municipality-8, Sunsari District, Koshi Province. Please stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Inaruwa #Sunsari",1
119,119,"Landslide at Rake Rabi Road Section., Falgunanda Rural Municipality-5",Landslide,2023-08-11,Koshi,Panchthar,Falgunanda,5,"🚨 ALERT 🚨 A landslide has occurred at Rake Rabi Road Section in Falgunanda Rural Municipality-5, Panchthar. Please exercise caution in the area. #Landslide #SafetyFirst #Panchthar #Nepal",1
120,120,"Landslide at Kholakharka, Bhojpur Municipality-11",Landslide,2023-08-11,Koshi,Bhojpur,Bhojpur,11,"🚨 #LandslideAlert 🚨

A devastating landslide has occurred at Kholakharka, Bhojpur Municipality-11, in the Koshi Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with those affected by this natural disaster. #StaySafe #BhojpurLandslide",1
121,121,"Landslide at Gurung Danda , Nechasalyan Rural Municipality-2",Landslide,2023-08-11,Koshi,Solukhumbu,Nechasalyan,2,"🚨 Urgent Alert 🚨
A devastating landslide occurred at Gurung Danda, Nechasalyan Rural Municipality-2 in Solukhumbu District, Koshi Province. Stay safe and follow local authorities' instructions. #LandslideAlert #Nechasalyan #Solukhumbu #Koshi",1
122,122,"Landslide at Chunchet - Rukse, Dharche Rural Municipality-5",Landslide,2023-08-11,Gandaki,Gorkha,Dharche,5,"🚨 Urgent Alert 🚨
A landslide has occurred at Chunchet - Rukse, Dharche Rural Municipality-5, Gorkha. Please exercise caution and stay away from the affected area. #Landslide #Gorkha #Nepal",1
123,123,"Landslide at Jhyasinge Jungle, Bhojpur Municipality-11",Landslide,2023-08-10,Koshi,Bhojpur,Bhojpur,11,"🚨 ALERT 🚨 A landslide has occurred at Jhyasinge Jungle in Bhojpur Municipality-11, Koshi Province. Stay safe and follow local authorities' instructions. #Landslide #Bhojpur #Koshi",1
124,124,"Landslide at Hetauda Bhaise , Makawanpurgadhi Rural Municipality-5",Landslide,2023-08-10,Bagmati,Makwanpur,Makawanpurgadhi,5,"⚠️ ALERT ⚠️ A landslide has occurred at Hetauda Bhaise, Makawanpurgadhi Rural Municipality-5 in Bagmati Province, Makwanpur District. Stay safe and follow local authorities' instructions. #Landslide #Nepal #SafetyFirst",1
125,125,"Landslide at Baisari, Raghuganga Rural Municipality-8",Landslide,2023-08-09,Gandaki,Myagdi,Raghuganga,8,"🚨 Urgent News Alert 🚨
A devastating landslide hit Baisari, Raghuganga Rural Municipality-8, Myagdi district, Gandaki province today. Please stay safe and follow local authority instructions. #Landslide #Myagdi #StaySafe",1
126,126,"Landslide at Baisari, Raghuganga Rural Municipality-3",Landslide,2023-08-09,Gandaki,Myagdi,Raghuganga,3,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Baisari, Raghuganga Rural Municipality-3, Myagdi. Stay safe and follow local authorities' instructions. #Landslide #Myagdi #Nepal",1
127,127,"Landslide at Bhirgaau Tamakhe, Phidim Municipality-11",Landslide,2023-08-09,Koshi,Panchthar,Phidim,11,"🚨 ALERT: Landslide reported at Bhirgaau Tamakhe, Phidim Municipality-11 in Panchthar District, Koshi Province. Stay safe and follow local authorities' instructions. #Landslide #Phidim #Panchthar",1
128,128,"Landslide at Matkhola, Apihimal Rural Municipality-6",Landslide,2023-08-09,Sudurpashchim,Darchula,Apihimal,6,"🚨#BreakingNews 🚨
A devastating landslide occurred at Matkhola, Apihimal Rural Municipality-6 in Darchula district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Darchula #Nepal",1
129,129,Landslide at Ichchhyakamana Rural Municipality-6,Landslide,2023-08-08,Bagmati,Chitwan,Ichchhyakamana,6,"🚨#BreakingNews 🚨
A devastating landslide has occurred at Ichchhyakamana Rural Municipality-6, Chitwan. Our thoughts and prayers are with the affected families. Stay safe and stay tuned for updates. #LandslideAlert #Chitwan #Nepal 🙏🌍🌧️",1
130,130,"Landslide at Dam Side, Tinau Rural Municipality-3",Landslide,2023-08-08,Lumbini,Palpa,Tinau,3,"🚨 ALERT: Landslide reported at Dam Side, Tinau Rural Municipality-3, Palpa. Exercise caution in the area. Stay safe, everyone! #Landslide #Palpa #TinauRuralMunicipality",1
131,131,"Landslide at Galuwa, Baglung Municipality-10",Landslide,2023-08-08,Gandaki,Baglung,Baglung,10,"🚨 ALERT 🚨
A devastating landslide has occurred at Galuwa, Baglung Municipality-10 in Baglung district, Gandaki province. Please stay safe and follow the instructions of local authorities. #Landslide #Baglung #SafetyFirst",1
132,132,"Landslide at Sikre Dovan, Makawanpurgadhi Rural Municipality-5",Landslide,2023-08-08,Bagmati,Makwanpur,Makawanpurgadhi,5,"🚨#DisasterAlert🚨
A devastating landslide has occurred at Sikre Dovan, Makawanpurgadhi Rural Municipality-5, Bagmati Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #Landslide #Makwanpur #StaySafe",1
