Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Fire at Harusaha Chowk , Bideha Municipality-7",,other,Fire,2023-07-09,Madhesh,Dhanusa,Bideha,7,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Bhulbhule Gaau , Barhadashi Rural Municipality-7",,other,Animal Incidents,2023-07-09,Koshi,Jhapa,Barhadashi,7,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Radhe Radhe , Changunarayan Municipality-1",,other,Fire,2023-07-09,Bagmati,Bhaktapur,Changunarayan,1,777000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Murmi Danda, Khandbari Municipality-7",,other,Animal Incidents,2023-07-09,Koshi,Sankhuwasabha,Khandbari,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Landslide at Dhanubas, Ghorahi Submetropolitan City-5",,other,Landslide,2023-07-09,Lumbini,Dang,Ghorahi,5,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Garjeni , Pyuthan Municipality-7",,other,Landslide,2023-07-09,Lumbini,Pyuthan,Pyuthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Patahrishanishchare Municipality-8,,other,Fire,2023-07-09,Koshi,Morang,Patahrishanishchare,8,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Herne Danda, Mugum Karmarong Rural Municipality-7",,other,Landslide,2023-07-09,Karnali,Mugu,Mugum Karmarong,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Meheta Tole , Rupani Rural Municipality-6",,other,Fire,2023-07-09,Madhesh,Saptari,Rupani,6,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nilopul, Budhanilakantha Municipality-1",,nepal_police,Fire,2023-07-08,Bagmati,Kathmandu,Budhanilakantha,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Puwa, Illam Municipality-4",,nepal_police,Fire,2023-07-08,Koshi,Ilam,Illam,4,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Charsebesi , Roshi Rural Municipality-7",,other,Landslide,2023-07-08,Bagmati,Kavrepalanchok,Roshi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kavre , Annapurna Rural Municipality-3",,other,Landslide,2023-07-08,Gandaki,Myagdi,Annapurna,3,92000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Chorkhola , Sharada Municipality-9",,other,Landslide,2023-07-08,Karnali,Salyan,Sharada,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kali Khola , Bharatpur Metropolitan City-14",,other,Landslide,2023-07-08,Bagmati,Chitwan,Bharatpur,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Lakuri Bhanjyang, Konjyosom Rural Municipality-4",,other,Landslide,2023-07-08,Bagmati,Lalitpur,Konjyosom,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mangim Tole , Mechinagar Municipality-5",,other,Fire,2023-07-08,Koshi,Jhapa,Mechinagar,5,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhanaritole , Gadhimai Municipality-7",,other,Fire,2023-07-08,Madhesh,Rautahat,Gadhimai,7,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Chhapgaau, Bhojpur Municipality-11",,other,Landslide,2023-07-08,Koshi,Bhojpur,Bhojpur,11,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhoki, Kawasoti Municipality-17",,nepal_police,Fire,2023-07-07,Gandaki,Nawalparasi East,Kawasoti,17,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayabasti, Bagmati Municipality-4",,nepal_police,Fire,2023-07-07,Madhesh,Sarlahi,Bagmati,4,75000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dhansara, Barah Municipality-1",,nepal_police,Landslide,2023-07-07,Koshi,Sunsari,Barah,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kuibir, Sangurigadhi Rural Municipality-5",,nepal_police,Landslide,2023-07-07,Koshi,Dhankuta,Sangurigadhi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Devinagar, Butwal Submetropolitan City-11",,nepal_police,Fire,2023-07-07,Lumbini,Rupandehi,Butwal,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Sundarijal, Gokarneshwor Municipality-2",,nepal_police,Fire,2023-07-07,Bagmati,Kathmandu,Gokarneshwor,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhapakhel, Lalitpur Metropolitan City-24",,nepal_police,Fire,2023-07-07,Bagmati,Lalitpur,Lalitpur,24,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at larkhe Khola and Indrawati Khola, Panchpokhari Thangpal Rural Municipality-2",,nepal_police,Heavy Rainfall,2023-07-07,Bagmati,Sindhupalchok,Panchpokhari Thangpal,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Tarakeshwor Municipality-2,,nepal_police,Fire,2023-07-07,Bagmati,Kathmandu,Tarakeshwor,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Bijayabasthi, Thori Rural Municipality-4",,nepal_police,Fire,2023-07-07,Madhesh,Parsa,Thori,4,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Panabari, Dharan Submetropolitan City-6",,nepal_police,Fire,2023-07-07,Koshi,Sunsari,Dharan,6,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Bhimdatta Municipality-3,,other,Heavy Rainfall,2023-07-07,Sudurpashchim,Kanchanpur,Bhimdatta,3,45000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Teliya , Ghorahi Submetropolitan City-5",,other,Fire,2023-07-07,Lumbini,Dang,Ghorahi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Landslide at Jugal Rural Municipality-2,,other,Landslide,2023-07-07,Bagmati,Sindhupalchok,Jugal,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kholekhola , Bigu Rural Municipality-1",,other,Landslide,2023-07-07,Bagmati,Dolakha,Bigu,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Barhadashi Rural Municipality-7,,other,Animal Incidents,2023-07-07,Koshi,Jhapa,Barhadashi,7,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Thunderbolt at Naulakot , Pachaljharana Rural Municipality-3",,other,Thunderbolt,2023-07-07,Karnali,Kalikot,Pachaljharana,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,Landslide at Bagmati Rural Municipality-3,,other,Landslide,2023-07-06,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gudri Chowk , Sunwarshi Municipality-7",,other,Fire,2023-07-06,Koshi,Morang,Sunwarshi,7,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bhirkot Municipality-8,,other,Fire,2023-07-06,Gandaki,Syangja,Bhirkot,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Yes,"Landslide at Rana , Gaumul Rural Municipality-1",,other,Landslide,2023-07-06,Sudurpashchim,Bajura,Gaumul,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,"Animal Incidents at Beladanda, Damak Municipality-3",,nepal_police,Animal Incidents,2023-07-06,Koshi,Jhapa,Damak,3,40000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bajganu, Dipayal Silgadi Municipality-5",,nepal_police,Heavy Rainfall,2023-07-06,Sudurpashchim,Doti,Dipayal Silgadi,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Phuli Bamdhara, Chhayanath Rara Municipality-3",,nepal_police,Landslide,2023-07-06,Karnali,Mugu,Chhayanath Rara,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Jhimasila, Rolpa Municipality-6",,nepal_police,Landslide,2023-07-06,Lumbini,Rolpa,Rolpa,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Gundale, Shantinagar Rural Municipality-1",,nepal_police,Thunderbolt,2023-07-06,Lumbini,Dang,Shantinagar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at Kanthamali, Tribeni Rural Municipality-2",,nepal_police,Landslide,2023-07-06,Lumbini,Rolpa,Tribeni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Bishnupur , Bishnupur Rural Municipality-7",,nepal_police,Thunderbolt,2023-07-06,Madhesh,Saptari,Bishnupur,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Khatanag, Gurbhakot Municipality-8",,nepal_police,Animal Incidents,2023-07-06,Karnali,Surkhet,Gurbhakot,8,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Jhakre, Machhapuchchhre Rural Municipality-7",,nepal_police,Heavy Rainfall,2023-07-06,Gandaki,Kaski,Machhapuchchhre,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Singdi , Marsyangdi Rural Municipality-7",,other,Flood,2023-07-06,Gandaki,Lamjung,Marsyangdi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Gakhu , Changunarayan Municipality-1",,other,Fire,2023-07-05,Bagmati,Bhaktapur,Changunarayan,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Pame , Pokhara Lekhnath Metropolitan City-24",,other,Landslide,2023-07-05,Gandaki,Kaski,Pokhara Lekhnath,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Suwachheda - Batkhola , Dullu Municipality-1",,other,Landslide,2023-07-05,Karnali,Dailekh,Dullu,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ghumti & Dahakhola , Panini Rural Municipality-7",,other,Landslide,2023-07-05,Lumbini,Arghakhanchi,Panini,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Jukekhadi , Arjundhara Municipality-3",,other,Animal Incidents,2023-07-05,Koshi,Jhapa,Arjundhara,3,42000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at Dhansar, Inaruwa Municipality-8",,other,Landslide,2023-07-05,Koshi,Sunsari,Inaruwa,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kotdanda, Konjyosom Rural Municipality-4",,other,Landslide,2023-07-05,Bagmati,Lalitpur,Konjyosom,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Namuna Basti - Bagara , Nalgaad Municipality-7",,other,Landslide,2023-07-05,Karnali,Jajarkot,Nalgaad,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thuti , Tulsipur Submetropolitan City-11",,other,Fire,2023-07-05,Lumbini,Dang,Tulsipur,11,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Belbari Municipality-8,,other,Heavy Rainfall,2023-07-05,Koshi,Morang,Belbari,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kharkhare, Banfikot Rural Municipality-6",,other,Landslide,2023-07-05,Karnali,Rukum West,Banfikot,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kamerephat , Kamalamai Municipality-5",,other,Landslide,2023-07-05,Bagmati,Sindhuli,Kamalamai,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Kanchira, Gauriganj Rural Municipality-6",,other,Thunderbolt,2023-07-05,Koshi,Jhapa,Gauriganj,6,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Landslide at Damar / Saaljhundi Dhorpatan Highway , Panini Rural Municipality-2",,other,Landslide,2023-07-05,Lumbini,Arghakhanchi,Panini,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kaldhunga, Roshi Rural Municipality-11",,other,Landslide,2023-07-05,Bagmati,Kavrepalanchok,Roshi,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bairiya , Rajpur Municipality-9",,other,Fire,2023-07-05,Madhesh,Rautahat,Rajpur,9,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lakhanchowk , Tillotama Municipality-14",,other,Fire,2023-07-05,Lumbini,Rupandehi,Tillotama,14,650000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bhattedanda, Bagmati Rural Municipality-3",,other,Landslide,2023-07-05,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Hammarjung , Chhathar Rural Municipality-2",,other,Animal Incidents,2023-07-05,Koshi,Terhathum,Chhathar,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0
Yes,"Fire at Malpi , Panauti Municipality-8",,other,Fire,2023-07-05,Bagmati,Kavrepalanchok,Panauti,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Mauribazar & Turture Bazar , Myagde Rural Municipality-6",,other,Landslide,2023-07-05,Gandaki,Tanahu,Myagde,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Hemja Mardi Bhir, Pokhara Lekhnath Metropolitan City-25",,other,Landslide,2023-07-05,Gandaki,Kaski,Pokhara Lekhnath,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pradesh , Rapti Rural Municipality-3",,other,Fire,2023-07-05,Lumbini,Dang,Rapti,3,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chakrabas, Bhojpur Municipality-11",,other,Heavy Rainfall,2023-07-05,Koshi,Bhojpur,Bhojpur,11,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Dhakiya, Devghat Rural Municipality-3",,other,Heavy Rainfall,2023-07-05,Gandaki,Tanahu,Devghat,3,866500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Nunathala, Melung Rural Municipality-3",,nepal_police,Fire,2023-07-05,Bagmati,Dolakha,Melung,3,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Landslide at Bharatpur Metropolitan City-14,,other,Landslide,2023-07-05,Bagmati,Chitwan,Bharatpur,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Paudur Ghumti , Annapurna Rural Municipality-3",,other,Landslide,2023-07-04,Gandaki,Kaski,Annapurna,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dhaireni , Mathagadhi Rural Municipality-1",,other,Landslide,2023-07-04,Lumbini,Palpa,Mathagadhi,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pipara , Shivaraj Municipality-4",,other,Fire,2023-07-04,Lumbini,Kapilbastu,Shivaraj,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Gaudepul , Mathagadhi Rural Municipality-1",,other,Landslide,2023-07-04,Lumbini,Palpa,Mathagadhi,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Indrasarowar Rural Municipality-5,,other,Heavy Rainfall,2023-07-04,Bagmati,Makwanpur,Indrasarowar,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Paira Khola , Buddhabhumi Municipality-8",,other,Landslide,2023-07-04,Lumbini,Kapilbastu,Buddhabhumi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dhankhola , Ghorahi Submetropolitan City-5",,other,Landslide,2023-07-04,Lumbini,Dang,Ghorahi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dhampu, Thasang Rural Municipality-3",,other,Landslide,2023-07-04,Gandaki,Mustang,Thasang,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Naktad , Shailyashikhar Municipality-9",,other,Landslide,2023-07-04,Sudurpashchim,Darchula,Shailyashikhar,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ramchhe, Makawanpurgadhi Rural Municipality-5",,other,Landslide,2023-07-04,Bagmati,Makwanpur,Makawanpurgadhi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bokhar , Bhumekasthan Municipality-7",,other,Landslide,2023-07-04,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at MauriBhir , Kushma Municipality-10",,other,Landslide,2023-07-04,Gandaki,Parbat,Kushma,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Chapleti , Bigu Rural Municipality-1",,other,Landslide,2023-07-04,Bagmati,Dolakha,Bigu,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kharkhare , Marsyangdi Rural Municipality-7",,other,Landslide,2023-07-04,Gandaki,Lamjung,Marsyangdi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jarange , Molung Rural Municipality-1",,other,Fire,2023-07-04,Koshi,Okhaldhunga,Molung,1,460000,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Chiureni , Mathagadhi Rural Municipality-1",,other,Landslide,2023-07-04,Lumbini,Palpa,Mathagadhi,1,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Panena , Panini Rural Municipality-1",,other,Landslide,2023-07-04,Lumbini,Arghakhanchi,Panini,1,,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Mukesh Mandal , Inaruwa Municipality-3",,other,Fire,2023-07-04,Koshi,Sunsari,Inaruwa,3,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Kowang , Thasang Rural Municipality-2",,other,Flood,2023-07-04,Gandaki,Mustang,Thasang,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Sano Swami, Kushma Municipality-10",,other,Landslide,2023-07-04,Gandaki,Parbat,Kushma,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Danakyu , Nashong Rural Municipality-9",,other,Landslide,2023-07-04,Gandaki,Manang,Nashong,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bhuwanpata , Bhumekasthan Municipality-7",,other,Landslide,2023-07-04,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Beltar, Arjundhara Municipality-2",,other,Animal Incidents,2023-07-04,Koshi,Jhapa,Arjundhara,2,61500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bardaghat Bazar , Sarawal Rural Municipality-3",,other,Fire,2023-07-04,Lumbini,Nawalparasi West,Sarawal,3,3705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Landslide at Pangcha, Aamchowk Rural Municipality-10",,other,Landslide,2023-07-04,Koshi,Bhojpur,Aamchowk,10,505000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ghatbesi , Gajuri Rural Municipality-5",,other,Landslide,2023-07-04,Bagmati,Dhading,Gajuri,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Pangdur , Bagmati Rural Municipality-3",,other,Landslide,2023-07-04,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Gangate , Bhimphedi Rural Municipality-8",,other,Landslide,2023-07-04,Bagmati,Makwanpur,Bhimphedi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kairan , Pyuthan Municipality-7",,other,Landslide,2023-07-04,Lumbini,Pyuthan,Pyuthan,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramche , Pakhribas Municipality-7",,other,Fire,2023-07-04,Koshi,Dhankuta,Pakhribas,7,210000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Patapati , Dharche Rural Municipality-5",,other,Heavy Rainfall,2023-07-04,Gandaki,Gorkha,Dharche,5,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Fire at Jyamirgadhi , Mechinagar Municipality-15",,other,Fire,2023-07-04,Koshi,Jhapa,Mechinagar,15,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gurudham , Golbazar Municipality-2",,other,Fire,2023-07-04,Madhesh,Siraha,Golbazar,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Belbutta , Kaligandaki Rural Municipality-4",,other,Heavy Rainfall,2023-07-04,Lumbini,Gulmi,Kaligandaki,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Nanglapa, Phidim Municipality-7",,other,Landslide,2023-07-04,Koshi,Panchthar,Phidim,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sinamangal - Shambumarga , Kageshwori Manahora Municipality-9",,other,Fire,2023-07-03,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Landslide at Ichchhyakamana Rural Municipality-5,,other,Landslide,2023-07-03,Bagmati,Chitwan,Ichchhyakamana,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Dhimal Gaau , Buddhashanti Rural Municipality-5",,other,Animal Incidents,2023-07-03,Koshi,Jhapa,Buddhashanti,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at Kaude Bhir , Bulingtar Rural Municipality-6",,other,Landslide,2023-07-03,Gandaki,Nawalparasi East,Bulingtar,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Jyamire , Kushma Municipality-10",,other,Landslide,2023-07-03,Gandaki,Parbat,Kushma,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Bange Chowk , Mechinagar Municipality-10",,other,Animal Incidents,2023-07-03,Koshi,Jhapa,Mechinagar,10,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Shree Bhabar, Surnaya Rural Municipality-5",,other,Landslide,2023-07-03,Sudurpashchim,Baitadi,Surnaya,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Khagal Gaau, Namkha Rural Municipality-3",,other,Landslide,2023-07-03,Karnali,Humla,Namkha,3,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bhattedanda, Bagmati Rural Municipality-3",,other,Landslide,2023-07-03,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Purnagaau , Paribartan Rural Municipality-3",,other,Fire,2023-07-03,Lumbini,Rolpa,Paribartan,3,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
